time(UTC),GHI,DNI,DHI
20150101:0000,0.0,0.0,0.0
20150101:0100,0.0,0.0,0.0
20150101:0200,0.0,0.0,0.0
20150101:0300,0.0,0.0,0.0
20150101:0400,0.0,0.0,0.0
20150101:0500,0.0,0.0,0.0
20150101:0600,0.0,0.0,0.0
20150101:0700,0.0,0.0,0.0
20150101:0800,0.0,0.0,0.0
20150101:0900,104.0,329.57,55.0
20150101:1000,193.0,479.32,81.0
20150101:1100,228.0,417.94,110.0
20150101:1200,258.0,569.72,92.0
20150101:1300,186.0,276.76,114.0
20150101:1400,138.0,330.15,75.0
20150101:1500,37.0,68.11,31.0
20150101:1600,0.0,0.0,0.0
20150101:1700,0.0,0.0,0.0
20150101:1800,0.0,0.0,0.0
20150101:1900,0.0,0.0,0.0
20150101:2000,0.0,0.0,0.0
20150101:2100,0.0,0.0,0.0
20150101:2200,0.0,0.0,0.0
20150101:2300,0.0,0.0,0.0
20150102:0000,0.0,0.0,0.0
20150102:0100,0.0,0.0,0.0
20150102:0200,0.0,0.0,0.0
20150102:0300,0.0,0.0,0.0
20150102:0400,0.0,0.0,0.0
20150102:0500,0.0,0.0,0.0
20150102:0600,0.0,0.0,0.0
20150102:0700,0.0,0.0,0.0
20150102:0800,0.0,0.0,0.0
20150102:0900,40.0,0.0,40.0
20150102:1000,169.0,294.17,100.0
20150102:1100,146.0,67.01,127.0
20150102:1200,231.0,378.99,120.0
20150102:1300,182.0,244.33,118.0
20150102:1400,117.0,171.13,84.0
20150102:1500,49.0,177.26,33.0
20150102:1600,0.0,0.0,0.0
20150102:1700,0.0,0.0,0.0
20150102:1800,0.0,0.0,0.0
20150102:1900,0.0,0.0,0.0
20150102:2000,0.0,0.0,0.0
20150102:2100,0.0,0.0,0.0
20150102:2200,0.0,0.0,0.0
20150102:2300,0.0,0.0,0.0
20150103:0000,0.0,0.0,0.0
20150103:0100,0.0,0.0,0.0
20150103:0200,0.0,0.0,0.0
20150103:0300,0.0,0.0,0.0
20150103:0400,0.0,0.0,0.0
20150103:0500,0.0,0.0,0.0
20150103:0600,0.0,0.0,0.0
20150103:0700,0.0,0.0,0.0
20150103:0800,0.0,0.0,0.0
20150103:0900,15.0,0.0,15.0
20150103:1000,31.0,0.0,31.0
20150103:1100,47.0,0.0,47.0
20150103:1200,79.0,0.0,79.0
20150103:1300,96.0,7.58,94.0
20150103:1400,19.0,0.0,19.0
20150103:1500,27.0,10.81,26.0
20150103:1600,0.0,0.0,0.0
20150103:1700,0.0,0.0,0.0
