time(UTC),GHI,DNI,DHI
20090101:0000,0.0,0.0,0.0
20090101:0100,0.0,0.0,0.0
20090101:0200,0.0,0.0,0.0
20090101:0300,0.0,0.0,0.0
20090101:0400,0.0,0.0,0.0
20090101:0500,0.0,0.0,0.0
20090101:0600,0.0,0.0,0.0
20090101:0700,0.0,0.0,0.0
20090101:0800,30.0,0.0,30.0
20090101:0900,36.0,0.0,36.0
20090101:1000,53.0,0.0,53.0
20090101:1100,90.0,0.0,90.0
20090101:1200,133.0,2.48,132.0
20090101:1300,60.0,0.0,60.0
20090101:1400,71.0,0.0,71.0
20090101:1500,71.0,29.02,66.0
20090101:1600,0.0,0.0,0.0
20090101:1700,0.0,0.0,0.0
20090101:1800,0.0,0.0,0.0
20090101:1900,0.0,0.0,0.0
20090101:2000,0.0,0.0,0.0
20090101:2100,0.0,0.0,0.0
20090101:2200,0.0,0.0,0.0
20090101:2300,0.0,0.0,0.0
20090102:0000,0.0,0.0,0.0
20090102:0100,0.0,0.0,0.0
20090102:0200,0.0,0.0,0.0
20090102:0300,0.0,0.0,0.0
20090102:0400,0.0,0.0,0.0
20090102:0500,0.0,0.0,0.0
20090102:0600,0.0,0.0,0.0
20090102:0700,0.0,0.0,0.0
20090102:0800,30.4,0.0,30.4
20090102:0900,81.8,0.0,81.8
20090102:1000,235.0,218.57,161.0
20090102:1100,220.45,263.52,116.6
20090102:1200,227.0,79.09,195.0
20090102:1300,220.0,299.63,109.3
20090102:1400,228.0,374.62,119.0
20090102:1500,105.3,262.46,59.5
20090102:1600,0.0,0.0,0.0
20090102:1700,0.0,0.0,0.0
20090102:1800,0.0,0.0,0.0
20090102:1900,0.0,0.0,0.0
20090102:2000,0.0,0.0,0.0
20090102:2100,0.0,0.0,0.0
20090102:2200,0.0,0.0,0.0
20090102:2300,0.0,0.0,0.0
20090103:0000,0.0,0.0,0.0
20090103:0100,0.0,0.0,0.0
20090103:0200,0.0,0.0,0.0
20090103:0300,0.0,0.0,0.0
20090103:0400,0.0,0.0,0.0
20090103:0500,0.0,0.0,0.0
20090103:0600,0.0,0.0,0.0
20090103:0700,0.0,0.0,0.0
20090103:0800,40.0,0.0,40.0
20090103:0900,82.85,0.0,82.85
20090103:1000,109.0,0.0,109.0
20090103:1100,230.25,270.54,123.3
20090103:1200,201.0,41.85,184.0
20090103:1300,233.65,330.83,110.8
20090103:1400,111.0,10.24,108.0
20090103:1500,103.95,264.4,57.2
20090103:1600,0.0,0.0,0.0
20090103:1700,0.0,0.0,0.0
20090103:1800,0.0,0.0,0.0
20090103:1900,0.0,0.0,0.0
20090103:2000,0.0,0.0,0.0
20090103:2100,0.0,0.0,0.0
20090103:2200,0.0,0.0,0.0
20090103:2300,0.0,0.0,0.0
20090104:0000,0.0,0.0,0.0
20090104:0100,0.0,0.0,0.0
20090104:0200,0.0,0.0,0.0
20090104:0300,0.0,0.0,0.0
20090104:0400,0.0,0.0,0.0
20090104:0500,0.0,0.0,0.0
20090104:0600,0.0,0.0,0.0
20090104:0700,0.0,0.0,0.0
20090104:0800,44.0,0.0,44.0
20090104:0900,89.1,0.0,89.1
20090104:1000,183.0,70.5,159.0
20090104:1100,255.0,296.34,137.45
20090104:1200,224.0,71.1,195.0
20090104:1300,243.35,352.1,111.9
20090104:1400,259.0,555.3,95.0
20090104:1500,104.4,276.48,54.85
20090104:1600,0.0,0.0,0.0
20090104:1700,0.0,0.0,0.0
20090104:1800,0.0,0.0,0.0
20090104:1900,0.0,0.0,0.0
20090104:2000,0.0,0.0,0.0
20090104:2100,0.0,0.0,0.0
20090104:2200,0.0,0.0,0.0
20090104:2300,0.0,0.0,0.0
20090105:0000,0.0,0.0,0.0
20090105:0100,0.0,0.0,0.0
20090105:0200,0.0,0.0,0.0
20090105:0300,0.0,0.0,0.0
20090105:0400,0.0,0.0,0.0
20090105:0500,0.0,0.0,0.0
20090105:0600,0.0,0.0,0.0
20090105:0700,0.0,0.0,0.0
20090105:0800,42.0,0.0,42.0
20090105:0900,83.75,0.0,83.75
20090105:1000,155.0,29.28,145.0
20090105:1100,236.45,256.56,134.3
20090105:1200,192.0,29.29,180.0
20090105:1300,229.2,309.9,112.85
20090105:1400,96.0,3.36,95.0
20090105:1500,99.2,249.84,53.8
20090105:1600,0.0,0.0,0.0
20090105:1700,0.0,0.0,0.0
20090105:1800,0.0,0.0,0.0
20090105:1900,0.0,0.0,0.0
20090105:2000,0.0,0.0,0.0
20090105:2100,0.0,0.0,0.0
20090105:2200,0.0,0.0,0.0
20090105:2300,0.0,0.0,0.0
20090106:0000,0.0,0.0,0.0
20090106:0100,0.0,0.0,0.0
20090106:0200,0.0,0.0,0.0
20090106:0300,0.0,0.0,0.0
20090106:0400,0.0,0.0,0.0
20090106:0500,0.0,0.0,0.0
20090106:0600,0.0,0.0,0.0
20090106:0700,0.0,0.0,0.0
20090106:0800,41.0,0.0,41.0
20090106:0900,80.85,0.0,80.85
20090106:1000,91.0,0.0,91.0
20090106:1100,231.2,287.19,116.4
20090106:1200,132.0,0.0,132.0
20090106:1300,212.3,283.33,105.3
20090106:1400,68.0,0.0,68.0
20090106:1500,103.8,266.4,54.7
20090106:1600,0.0,0.0,0.0
20090106:1700,0.0,0.0,0.0
20090106:1800,0.0,0.0,0.0
20090106:1900,0.0,0.0,0.0
20090106:2000,0.0,0.0,0.0
20090106:2100,0.0,0.0,0.0
20090106:2200,0.0,0.0,0.0
20090106:2300,0.0,0.0,0.0
20090107:0000,0.0,0.0,0.0
20090107:0100,0.0,0.0,0.0
20090107:0200,0.0,0.0,0.0
20090107:0300,0.0,0.0,0.0
20090107:0400,0.0,0.0,0.0
20090107:0500,0.0,0.0,0.0
20090107:0600,0.0,0.0,0.0
20090107:0700,0.0,0.0,0.0
20090107:0800,45.0,0.0,45.0
20090107:0900,75.7,0.0,75.7
20090107:1000,144.0,17.44,138.0
20090107:1100,212.85,255.33,110.35
20090107:1200,102.0,0.0,102.0
20090107:1300,203.45,246.2,109.9
20090107:1400,74.0,0.0,74.0
20090107:1500,107.7,242.53,62.35
20090107:1600,1.0,24.48,0.0
20090107:1700,0.0,0.0,0.0
20090107:1800,0.0,0.0,0.0
20090107:1900,0.0,0.0,0.0
20090107:2000,0.0,0.0,0.0
20090107:2100,0.0,0.0,0.0
20090107:2200,0.0,0.0,0.0
20090107:2300,0.0,0.0,0.0
20090108:0000,0.0,0.0,0.0
20090108:0100,0.0,0.0,0.0
20090108:0200,0.0,0.0,0.0
20090108:0300,0.0,0.0,0.0
20090108:0400,0.0,0.0,0.0
20090108:0500,0.0,0.0,0.0
20090108:0600,0.0,0.0,0.0
20090108:0700,0.0,0.0,0.0
20090108:0800,44.0,0.0,44.0
20090108:0900,75.45,0.0,75.45
20090108:1000,285.0,419.58,140.0
20090108:1100,209.45,243.27,111.35
20090108:1200,378.0,565.15,143.0
20090108:1300,220.3,270.39,116.9
20090108:1400,254.0,455.28,115.0
20090108:1500,105.7,219.48,64.05
20090108:1600,10.0,0.0,10.0
20090108:1700,0.0,0.0,0.0
20090108:1800,0.0,0.0,0.0
20090108:1900,0.0,0.0,0.0
20090108:2000,0.0,0.0,0.0
20090108:2100,0.0,0.0,0.0
20090108:2200,0.0,0.0,0.0
20090108:2300,0.0,0.0,0.0
20090109:0000,0.0,0.0,0.0
20090109:0100,0.0,0.0,0.0
20090109:0200,0.0,0.0,0.0
20090109:0300,0.0,0.0,0.0
20090109:0400,0.0,0.0,0.0
20090109:0500,0.0,0.0,0.0
20090109:0600,0.0,0.0,0.0
20090109:0700,0.0,0.0,0.0
20090109:0800,35.0,0.0,35.0
20090109:0900,74.5,0.0,74.5
20090109:1000,36.0,0.0,36.0
20090109:1100,221.6,254.32,118.55
20090109:1200,108.0,0.0,108.0
20090109:1300,238.35,292.77,125.65
20090109:1400,46.0,0.0,46.0
20090109:1500,107.0,215.19,65.55
20090109:1600,2.0,0.0,2.0
20090109:1700,0.0,0.0,0.0
20090109:1800,0.0,0.0,0.0
20090109:1900,0.0,0.0,0.0
20090109:2000,0.0,0.0,0.0
20090109:2100,0.0,0.0,0.0
20090109:2200,0.0,0.0,0.0
20090109:2300,0.0,0.0,0.0
20090110:0000,0.0,0.0,0.0
20090110:0100,0.0,0.0,0.0
20090110:0200,0.0,0.0,0.0
20090110:0300,0.0,0.0,0.0
