time(UTC),GHI,DNI,DHI
20090101:0000,0.0,0.0,0.0
20090101:0100,0.0,0.0,0.0
20090101:0200,0.0,0.0,0.0
20090101:0300,0.0,0.0,0.0
20090101:0400,0.0,0.0,0.0
20090101:0500,0.0,0.0,0.0
20090101:0600,0.0,0.0,0.0
20090101:0700,0.0,0.0,0.0
20090101:0800,18.0,0.0,18.0
20090101:0900,57.0,0.0,57.0
20090101:1000,117.0,9.64,114.0
20090101:1100,246.0,179.77,180.0
20090101:1200,265.0,213.5,184.0
20090101:1300,276.0,360.14,151.0
20090101:1400,160.0,121.14,127.0
20090101:1500,60.0,18.7,57.0
20090101:1600,0.0,0.0,0.0
20090101:1700,0.0,0.0,0.0
20090101:1800,0.0,0.0,0.0
20090101:1900,0.0,0.0,0.0
20090101:2000,0.0,0.0,0.0
20090101:2100,0.0,0.0,0.0
20090101:2200,0.0,0.0,0.0
20090101:2300,0.0,0.0,0.0
20090102:0000,0.0,0.0,0.0
20090102:0100,0.0,0.0,0.0
20090102:0200,0.0,0.0,0.0
20090102:0300,0.0,0.0,0.0
20090102:0400,0.0,0.0,0.0
20090102:0500,0.0,0.0,0.0
20090102:0600,0.0,0.0,0.0
20090102:0700,0.0,0.0,0.0
20090102:0800,24.7,0.0,24.7
20090102:0900,105.6,141.66,75.05
20090102:1000,303.0,753.43,68.0
20090102:1100,197.45,239.24,109.35
20090102:1200,378.0,766.71,86.0
20090102:1300,218.95,316.75,108.45
20090102:1400,257.0,699.63,65.0
20090102:1500,78.6,153.38,53.65
20090102:1600,0.0,0.0,0.0
20090102:1700,0.0,0.0,0.0
20090102:1800,0.0,0.0,0.0
20090102:1900,0.0,0.0,0.0
20090102:2000,0.0,0.0,0.0
20090102:2100,0.0,0.0,0.0
20090102:2200,0.0,0.0,0.0
20090102:2300,0.0,0.0,0.0
20090103:0000,0.0,0.0,0.0
20090103:0100,0.0,0.0,0.0
20090103:0200,0.0,0.0,0.0
20090103:0300,0.0,0.0,0.0
20090103:0400,0.0,0.0,0.0
20090103:0500,0.0,0.0,0.0
20090103:0600,0.0,0.0,0.0
20090103:0700,0.0,0.0,0.0
20090103:0800,31.0,0.0,31.0
20090103:0900,113.55,174.83,75.75
20090103:1000,304.0,754.49,68.0
20090103:1100,228.75,313.0,113.1
20090103:1200,372.0,713.87,99.0
20090103:1300,222.05,338.87,103.2
20090103:1400,264.0,752.1,56.0
20090103:1500,88.95,211.26,54.1
20090103:1600,0.0,0.0,0.0
20090103:1700,0.0,0.0,0.0
20090103:1800,0.0,0.0,0.0
20090103:1900,0.0,0.0,0.0
20090103:2000,0.0,0.0,0.0
20090103:2100,0.0,0.0,0.0
20090103:2200,0.0,0.0,0.0
20090103:2300,0.0,0.0,0.0
20090104:0000,0.0,0.0,0.0
20090104:0100,0.0,0.0,0.0
20090104:0200,0.0,0.0,0.0
20090104:0300,0.0,0.0,0.0
20090104:0400,0.0,0.0,0.0
20090104:0500,0.0,0.0,0.0
20090104:0600,0.0,0.0,0.0
20090104:0700,0.0,0.0,0.0
20090104:0800,29.0,0.0,29.0
20090104:0900,99.45,120.8,73.25
20090104:1000,143.0,31.87,133.0
20090104:1100,201.05,242.28,111.2
20090104:1200,187.0,39.05,172.0
20090104:1300,197.2,275.86,99.9
20090104:1400,156.0,96.85,129.0
20090104:1500,80.45,168.2,52.3
20090104:1600,0.0,0.0,0.0
20090104:1700,0.0,0.0,0.0
20090104:1800,0.0,0.0,0.0
20090104:1900,0.0,0.0,0.0
20090104:2000,0.0,0.0,0.0
20090104:2100,0.0,0.0,0.0
20090104:2200,0.0,0.0,0.0
20090104:2300,0.0,0.0,0.0
20090105:0000,0.0,0.0,0.0
20090105:0100,0.0,0.0,0.0
20090105:0200,0.0,0.0,0.0
20090105:0300,0.0,0.0,0.0
20090105:0400,0.0,0.0,0.0
20090105:0500,0.0,0.0,0.0
20090105:0600,0.0,0.0,0.0
20090105:0700,0.0,0.0,0.0
20090105:0800,26.0,0.0,26.0
20090105:0900,98.65,109.57,74.8
20090105:1000,33.0,0.0,33.0
20090105:1100,198.4,223.33,115.25
20090105:1200,337.0,492.32,147.0
20090105:1300,173.7,208.55,99.7
20090105:1400,134.0,42.69,122.0
20090105:1500,77.95,144.24,53.45
20090105:1600,0.0,0.0,0.0
20090105:1700,0.0,0.0,0.0
20090105:1800,0.0,0.0,0.0
20090105:1900,0.0,0.0,0.0
20090105:2000,0.0,0.0,0.0
20090105:2100,0.0,0.0,0.0
20090105:2200,0.0,0.0,0.0
20090105:2300,0.0,0.0,0.0
20090106:0000,0.0,0.0,0.0
20090106:0100,0.0,0.0,0.0
20090106:0200,0.0,0.0,0.0
20090106:0300,0.0,0.0,0.0
20090106:0400,0.0,0.0,0.0
20090106:0500,0.0,0.0,0.0
20090106:0600,0.0,0.0,0.0
20090106:0700,0.0,0.0,0.0
20090106:0800,30.0,0.0,30.0
20090106:0900,99.5,101.57,77.3
20090106:1000,295.0,654.68,88.0
20090106:1100,176.05,137.86,124.5
20090106:1200,369.0,665.19,111.0
20090106:1300,162.55,162.17,104.65
20090106:1400,158.0,95.22,131.0
20090106:1500,75.85,126.42,54.05
20090106:1600,0.0,0.0,0.0
20090106:1700,0.0,0.0,0.0
20090106:1800,0.0,0.0,0.0
20090106:1900,0.0,0.0,0.0
20090106:2000,0.0,0.0,0.0
20090106:2100,0.0,0.0,0.0
20090106:2200,0.0,0.0,0.0
20090106:2300,0.0,0.0,0.0
20090107:0000,0.0,0.0,0.0
20090107:0100,0.0,0.0,0.0
20090107:0200,0.0,0.0,0.0
20090107:0300,0.0,0.0,0.0
20090107:0400,0.0,0.0,0.0
20090107:0500,0.0,0.0,0.0
20090107:0600,0.0,0.0,0.0
20090107:0700,0.0,0.0,0.0
20090107:0800,32.0,0.0,32.0
20090107:0900,115.95,165.53,79.6
20090107:1000,203.0,160.6,152.0
20090107:1100,200.15,172.51,135.35
20090107:1200,138.0,2.56,137.0
20090107:1300,172.65,156.67,116.35
20090107:1400,89.0,0.0,89.0
20090107:1500,82.1,135.62,58.35
20090107:1600,0.0,0.0,0.0
20090107:1700,0.0,0.0,0.0
20090107:1800,0.0,0.0,0.0
20090107:1900,0.0,0.0,0.0
20090107:2000,0.0,0.0,0.0
20090107:2100,0.0,0.0,0.0
20090107:2200,0.0,0.0,0.0
20090107:2300,0.0,0.0,0.0
20090108:0000,0.0,0.0,0.0
20090108:0100,0.0,0.0,0.0
20090108:0200,0.0,0.0,0.0
20090108:0300,0.0,0.0,0.0
20090108:0400,0.0,0.0,0.0
20090108:0500,0.0,0.0,0.0
20090108:0600,0.0,0.0,0.0
20090108:0700,0.0,0.0,0.0
20090108:0800,30.0,0.0,30.0
20090108:0900,117.75,185.97,76.7
20090108:1000,124.0,9.4,121.0
20090108:1100,211.75,199.22,136.55
20090108:1200,213.0,68.87,186.0
20090108:1300,191.5,203.71,117.8
20090108:1400,264.0,640.69,79.0
20090108:1500,86.6,166.66,56.95
20090108:1600,0.0,0.0,0.0
20090108:1700,0.0,0.0,0.0
20090108:1800,0.0,0.0,0.0
20090108:1900,0.0,0.0,0.0
20090108:2000,0.0,0.0,0.0
20090108:2100,0.0,0.0,0.0
20090108:2200,0.0,0.0,0.0
20090108:2300,0.0,0.0,0.0
20090109:0000,0.0,0.0,0.0
20090109:0100,0.0,0.0,0.0
20090109:0200,0.0,0.0,0.0
20090109:0300,0.0,0.0,0.0
20090109:0400,0.0,0.0,0.0
20090109:0500,0.0,0.0,0.0
20090109:0600,0.0,0.0,0.0
20090109:0700,0.0,0.0,0.0
20090109:0800,27.0,0.0,27.0
20090109:0900,137.8,290.32,73.35
20090109:1000,267.0,439.74,126.0
20090109:1100,248.15,336.17,120.6
20090109:1200,411.0,902.81,55.0
20090109:1300,218.6,283.53,115.3
20090109:1400,282.0,778.75,55.0
20090109:1500,96.5,215.75,57.5
20090109:1600,0.0,0.0,0.0
20090109:1700,0.0,0.0,0.0
20090109:1800,0.0,0.0,0.0
20090109:1900,0.0,0.0,0.0
20090109:2000,0.0,0.0,0.0
20090109:2100,0.0,0.0,0.0
20090109:2200,0.0,0.0,0.0
20090109:2300,0.0,0.0,0.0
20090110:0000,0.0,0.0,0.0
20090110:0100,0.0,0.0,0.0
20090110:0200,0.0,0.0,0.0
20090110:0300,0.0,0.0,0.0
