time(UTC),GHI,DNI,DHI
20120101:0000,0.0,0.0,0.0
20120101:0100,0.0,0.0,0.0
20120101:0200,0.0,0.0,0.0
20120101:0300,0.0,0.0,0.0
20120101:0400,0.0,0.0,0.0
20120101:0500,0.0,0.0,0.0
20120101:0600,0.0,0.0,0.0
20120101:0700,0.0,0.0,0.0
20120101:0800,23.0,0.0,23.0
20120101:0900,90.0,0.0,90.0
20120101:1000,133.0,0.0,133.0
20120101:1100,396.0,787.3,86.0
20120101:1200,424.0,882.57,65.0
20120101:1300,378.0,813.0,74.0
20120101:1400,75.0,0.0,75.0
20120101:1500,73.0,0.0,73.0
20120101:1600,0.0,0.0,0.0
20120101:1700,0.0,0.0,0.0
20120101:1800,0.0,0.0,0.0
20120101:1900,0.0,0.0,0.0
20120101:2000,0.0,0.0,0.0
20120101:2100,0.0,0.0,0.0
20120101:2200,0.0,0.0,0.0
20120101:2300,0.0,0.0,0.0
20120102:0000,0.0,0.0,0.0
20120102:0100,0.0,0.0,0.0
20120102:0200,0.0,0.0,0.0
20120102:0300,0.0,0.0,0.0
20120102:0400,0.0,0.0,0.0
20120102:0500,0.0,0.0,0.0
20120102:0600,0.0,0.0,0.0
20120102:0700,0.0,0.0,0.0
20120102:0800,7.0,0.0,7.0
20120102:0900,36.0,0.0,36.0
20120102:1000,30.0,0.0,30.0
20120102:1100,43.0,0.0,43.0
20120102:1200,76.0,0.0,76.0
20120102:1300,129.0,2.66,128.0
20120102:1400,130.0,0.0,130.0
20120102:1500,72.0,0.0,72.0
20120102:1600,0.0,0.0,0.0
20120102:1700,0.0,0.0,0.0
20120102:1800,0.0,0.0,0.0
20120102:1900,0.0,0.0,0.0
20120102:2000,0.0,0.0,0.0
20120102:2100,0.0,0.0,0.0
20120102:2200,0.0,0.0,0.0
20120102:2300,0.0,0.0,0.0
20120103:0000,0.0,0.0,0.0
20120103:0100,0.0,0.0,0.0
20120103:0200,0.0,0.0,0.0
20120103:0300,0.0,0.0,0.0
20120103:0400,0.0,0.0,0.0
20120103:0500,0.0,0.0,0.0
20120103:0600,0.0,0.0,0.0
20120103:0700,0.0,0.0,0.0
20120103:0800,30.0,0.0,30.0
20120103:0900,79.0,0.0,79.0
20120103:1000,88.0,0.0,88.0
20120103:1100,337.0,434.29,165.0
20120103:1200,412.0,780.94,92.0
20120103:1300,384.0,831.68,70.0
20120103:1400,62.0,0.0,62.0
20120103:1500,43.0,0.0,43.0
20120103:1600,0.0,0.0,0.0
20120103:1700,0.0,0.0,0.0
20120103:1800,0.0,0.0,0.0
20120103:1900,0.0,0.0,0.0
20120103:2000,0.0,0.0,0.0
20120103:2100,0.0,0.0,0.0
20120103:2200,0.0,0.0,0.0
20120103:2300,0.0,0.0,0.0
20120104:0000,0.0,0.0,0.0
20120104:0100,0.0,0.0,0.0
20120104:0200,0.0,0.0,0.0
20120104:0300,0.0,0.0,0.0
20120104:0400,0.0,0.0,0.0
20120104:0500,0.0,0.0,0.0
20120104:0600,0.0,0.0,0.0
20120104:0700,0.0,0.0,0.0
20120104:0800,21.0,0.0,21.0
20120104:0900,97.0,0.0,97.0
20120104:1000,166.0,0.0,166.0
20120104:1100,171.0,15.1,165.0
20120104:1200,208.0,43.75,190.0
20120104:1300,207.0,68.51,181.0
20120104:1400,140.0,0.0,140.0
20120104:1500,73.0,0.0,73.0
20120104:1600,13.0,0.0,13.0
20120104:1700,0.0,0.0,0.0
20120104:1800,0.0,0.0,0.0
20120104:1900,0.0,0.0,0.0
20120104:2000,0.0,0.0,0.0
20120104:2100,0.0,0.0,0.0
20120104:2200,0.0,0.0,0.0
20120104:2300,0.0,0.0,0.0
20120105:0000,0.0,0.0,0.0
20120105:0100,0.0,0.0,0.0
20120105:0200,0.0,0.0,0.0
20120105:0300,0.0,0.0,0.0
20120105:0400,0.0,0.0,0.0
20120105:0500,0.0,0.0,0.0
20120105:0600,0.0,0.0,0.0
20120105:0700,0.0,0.0,0.0
20120105:0800,30.0,0.0,30.0
20120105:0900,56.0,0.0,56.0
20120105:1000,122.0,0.0,122.0
20120105:1100,422.0,937.77,48.0
20120105:1200,423.0,825.22,82.0
20120105:1300,389.0,833.3,71.0
20120105:1400,90.0,0.0,90.0
20120105:1500,51.0,0.0,51.0
20120105:1600,12.0,0.0,12.0
20120105:1700,0.0,0.0,0.0
20120105:1800,0.0,0.0,0.0
20120105:1900,0.0,0.0,0.0
20120105:2000,0.0,0.0,0.0
20120105:2100,0.0,0.0,0.0
20120105:2200,0.0,0.0,0.0
20120105:2300,0.0,0.0,0.0
20120106:0000,0.0,0.0,0.0
20120106:0100,0.0,0.0,0.0
20120106:0200,0.0,0.0,0.0
20120106:0300,0.0,0.0,0.0
20120106:0400,0.0,0.0,0.0
20120106:0500,0.0,0.0,0.0
20120106:0600,0.0,0.0,0.0
20120106:0700,0.0,0.0,0.0
20120106:0800,42.0,0.0,42.0
20120106:0900,110.0,0.0,110.0
20120106:1000,164.0,0.0,164.0
20120106:1100,228.0,79.92,196.0
20120106:1200,373.0,527.55,154.0
20120106:1300,305.0,343.92,173.0
20120106:1400,147.0,0.0,147.0
20120106:1500,53.0,0.0,53.0
20120106:1600,15.0,0.0,15.0
20120106:1700,0.0,0.0,0.0
20120106:1800,0.0,0.0,0.0
20120106:1900,0.0,0.0,0.0
20120106:2000,0.0,0.0,0.0
20120106:2100,0.0,0.0,0.0
20120106:2200,0.0,0.0,0.0
20120106:2300,0.0,0.0,0.0
20120107:0000,0.0,0.0,0.0
20120107:0100,0.0,0.0,0.0
20120107:0200,0.0,0.0,0.0
20120107:0300,0.0,0.0,0.0
20120107:0400,0.0,0.0,0.0
20120107:0500,0.0,0.0,0.0
20120107:0600,0.0,0.0,0.0
20120107:0700,0.0,0.0,0.0
20120107:0800,38.0,0.0,38.0
20120107:0900,50.0,0.0,50.0
20120107:1000,87.0,0.0,87.0
20120107:1100,392.0,706.36,108.0
20120107:1200,429.0,841.44,78.0
20120107:1300,394.0,836.53,71.0
20120107:1400,67.0,0.0,67.0
20120107:1500,42.0,0.0,42.0
20120107:1600,13.0,0.0,13.0
20120107:1700,0.0,0.0,0.0
20120107:1800,0.0,0.0,0.0
20120107:1900,0.0,0.0,0.0
20120107:2000,0.0,0.0,0.0
20120107:2100,0.0,0.0,0.0
20120107:2200,0.0,0.0,0.0
20120107:2300,0.0,0.0,0.0
20120108:0000,0.0,0.0,0.0
20120108:0100,0.0,0.0,0.0
20120108:0200,0.0,0.0,0.0
20120108:0300,0.0,0.0,0.0
20120108:0400,0.0,0.0,0.0
20120108:0500,0.0,0.0,0.0
20120108:0600,0.0,0.0,0.0
20120108:0700,0.0,0.0,0.0
20120108:0800,33.0,0.0,33.0
20120108:0900,99.0,0.0,99.0
20120108:1000,103.0,0.0,103.0
20120108:1100,327.0,359.04,182.0
20120108:1200,427.0,813.32,86.0
20120108:1300,378.0,710.37,102.0
20120108:1400,87.0,0.0,87.0
20120108:1500,59.0,0.0,59.0
20120108:1600,16.0,0.0,16.0
20120108:1700,0.0,0.0,0.0
20120108:1800,0.0,0.0,0.0
20120108:1900,0.0,0.0,0.0
20120108:2000,0.0,0.0,0.0
20120108:2100,0.0,0.0,0.0
20120108:2200,0.0,0.0,0.0
20120108:2300,0.0,0.0,0.0
20120109:0000,0.0,0.0,0.0
20120109:0100,0.0,0.0,0.0
20120109:0200,0.0,0.0,0.0
20120109:0300,0.0,0.0,0.0
20120109:0400,0.0,0.0,0.0
20120109:0500,0.0,0.0,0.0
20120109:0600,0.0,0.0,0.0
20120109:0700,0.0,0.0,0.0
20120109:0800,41.0,0.0,41.0
20120109:0900,104.0,0.0,104.0
20120109:1000,167.0,0.0,167.0
20120109:1100,418.0,850.24,73.0
20120109:1200,443.0,903.91,62.0
20120109:1300,403.0,866.9,64.0
20120109:1400,121.0,0.0,121.0
20120109:1500,89.0,0.0,89.0
20120109:1600,18.0,0.0,18.0
20120109:1700,0.0,0.0,0.0
20120109:1800,0.0,0.0,0.0
20120109:1900,0.0,0.0,0.0
20120109:2000,0.0,0.0,0.0
20120109:2100,0.0,0.0,0.0
20120109:2200,0.0,0.0,0.0
20120109:2300,0.0,0.0,0.0
20120110:0000,0.0,0.0,0.0
20120110:0100,0.0,0.0,0.0
20120110:0200,0.0,0.0,0.0
20120110:0300,0.0,0.0,0.0
20120110:0400,0.0,0.0,0.0
20120110:0500,0.0,0.0,0.0
20120110:0600,0.0,0.0,0.0
20120110:0700,0.0,0.0,0.0
20120110:0800,33.0,0.0,33.0
20120110:0900,49.0,0.0,49.0
20120110:1000,353.0,854.05,57.0
