time(UTC),GHI,DNI,DHI
20100101:0000,0.0,0.0,0.0
20100101:0100,0.0,0.0,0.0
20100101:0200,0.0,0.0,0.0
20100101:0300,0.0,0.0,0.0
20100101:0400,0.0,0.0,0.0
20100101:0500,0.0,0.0,0.0
20100101:0600,0.0,0.0,0.0
20100101:0700,0.0,0.0,0.0
20100101:0800,0.0,0.0,0.0
20100101:0900,124.0,539.45,42.0
20100101:1000,229.0,688.38,59.0
20100101:1100,294.0,737.14,69.0
20100101:1200,314.0,752.63,71.0
20100101:1300,286.0,726.58,69.0
20100101:1400,210.0,631.79,62.0
20100101:1500,59.0,52.22,52.0
20100101:1600,0.0,0.0,0.0
20100101:1700,0.0,0.0,0.0
20100101:1800,0.0,0.0,0.0
20100101:1900,0.0,0.0,0.0
20100101:2000,0.0,0.0,0.0
20100101:2100,0.0,0.0,0.0
20100101:2200,0.0,0.0,0.0
20100101:2300,0.0,0.0,0.0
20100102:0000,0.0,0.0,0.0
20100102:0100,0.0,0.0,0.0
20100102:0200,0.0,0.0,0.0
20100102:0300,0.0,0.0,0.0
20100102:0400,0.0,0.0,0.0
20100102:0500,0.0,0.0,0.0
20100102:0600,0.0,0.0,0.0
20100102:0700,0.0,0.0,0.0
20100102:0800,0.0,0.0,0.0
20100102:0900,128.0,596.77,37.0
20100102:1000,208.0,492.44,86.0
20100102:1100,229.0,300.31,137.0
20100102:1200,313.0,724.62,78.0
20100102:1300,275.0,625.85,87.0
20100102:1400,152.0,190.49,107.0
20100102:1500,100.0,403.8,45.0
20100102:1600,0.0,0.0,0.0
20100102:1700,0.0,0.0,0.0
20100102:1800,0.0,0.0,0.0
20100102:1900,0.0,0.0,0.0
20100102:2000,0.0,0.0,0.0
20100102:2100,0.0,0.0,0.0
20100102:2200,0.0,0.0,0.0
20100102:2300,0.0,0.0,0.0
20100103:0000,0.0,0.0,0.0
20100103:0100,0.0,0.0,0.0
20100103:0200,0.0,0.0,0.0
20100103:0300,0.0,0.0,0.0
20100103:0400,0.0,0.0,0.0
20100103:0500,0.0,0.0,0.0
20100103:0600,0.0,0.0,0.0
20100103:0700,0.0,0.0,0.0
20100103:0800,0.0,0.0,0.0
20100103:0900,80.0,97.98,65.0
20100103:1000,176.0,265.42,110.0
20100103:1100,246.0,383.62,128.0
20100103:1200,318.0,754.9,72.0
20100103:1300,282.0,665.02,81.0
20100103:1400,211.0,600.02,68.0
20100103:1500,106.0,469.41,41.0
20100103:1600,0.0,0.0,0.0
20100103:1700,0.0,0.0,0.0
20100103:1800,0.0,0.0,0.0
20100103:1900,0.0,0.0,0.0
20100103:2000,0.0,0.0,0.0
20100103:2100,0.0,0.0,0.0
20100103:2200,0.0,0.0,0.0
20100103:2300,0.0,0.0,0.0
20100104:0000,0.0,0.0,0.0
20100104:0100,0.0,0.0,0.0
20100104:0200,0.0,0.0,0.0
20100104:0300,0.0,0.0,0.0
20100104:0400,0.0,0.0,0.0
20100104:0500,0.0,0.0,0.0
20100104:0600,0.0,0.0,0.0
20100104:0700,0.0,0.0,0.0
20100104:0800,0.0,0.0,0.0
20100104:0900,121.0,474.62,48.0
20100104:1000,224.0,616.74,70.0
20100104:1100,290.0,673.22,82.0
20100104:1200,316.0,726.59,78.0
20100104:1300,290.0,719.89,71.0
20100104:1400,216.0,636.09,63.0
20100104:1500,106.0,433.11,45.0
20100104:1600,0.0,0.0,0.0
20100104:1700,0.0,0.0,0.0
20100104:1800,0.0,0.0,0.0
20100104:1900,0.0,0.0,0.0
20100104:2000,0.0,0.0,0.0
20100104:2100,0.0,0.0,0.0
20100104:2200,0.0,0.0,0.0
20100104:2300,0.0,0.0,0.0
20100105:0000,0.0,0.0,0.0
20100105:0100,0.0,0.0,0.0
20100105:0200,0.0,0.0,0.0
20100105:0300,0.0,0.0,0.0
20100105:0400,0.0,0.0,0.0
20100105:0500,0.0,0.0,0.0
20100105:0600,0.0,0.0,0.0
20100105:0700,0.0,0.0,0.0
20100105:0800,0.0,0.0,0.0
20100105:0900,120.0,452.63,50.0
20100105:1000,225.0,617.87,70.0
20100105:1100,295.0,698.98,78.0
20100105:1200,323.0,771.19,69.0
20100105:1300,294.0,734.57,69.0
20100105:1400,217.0,617.68,67.0
20100105:1500,86.0,188.4,59.0
20100105:1600,0.0,0.0,0.0
20100105:1700,0.0,0.0,0.0
20100105:1800,0.0,0.0,0.0
20100105:1900,0.0,0.0,0.0
20100105:2000,0.0,0.0,0.0
20100105:2100,0.0,0.0,0.0
20100105:2200,0.0,0.0,0.0
20100105:2300,0.0,0.0,0.0
20100106:0000,0.0,0.0,0.0
20100106:0100,0.0,0.0,0.0
20100106:0200,0.0,0.0,0.0
20100106:0300,0.0,0.0,0.0
20100106:0400,0.0,0.0,0.0
20100106:0500,0.0,0.0,0.0
20100106:0600,0.0,0.0,0.0
20100106:0700,0.0,0.0,0.0
20100106:0800,0.0,0.0,0.0
20100106:0900,74.0,70.69,63.0
20100106:1000,81.0,3.97,80.0
20100106:1100,91.0,0.0,91.0
20100106:1200,92.0,0.0,92.0
20100106:1300,102.0,3.24,101.0
20100106:1400,94.0,12.23,91.0
20100106:1500,42.0,0.0,42.0
20100106:1600,0.0,0.0,0.0
20100106:1700,0.0,0.0,0.0
20100106:1800,0.0,0.0,0.0
20100106:1900,0.0,0.0,0.0
20100106:2000,0.0,0.0,0.0
20100106:2100,0.0,0.0,0.0
20100106:2200,0.0,0.0,0.0
20100106:2300,0.0,0.0,0.0
20100107:0000,0.0,0.0,0.0
20100107:0100,0.0,0.0,0.0
20100107:0200,0.0,0.0,0.0
20100107:0300,0.0,0.0,0.0
20100107:0400,0.0,0.0,0.0
20100107:0500,0.0,0.0,0.0
20100107:0600,0.0,0.0,0.0
20100107:0700,0.0,0.0,0.0
20100107:0800,0.0,0.0,0.0
20100107:0900,91.0,159.54,66.0
20100107:1000,103.0,19.72,98.0
20100107:1100,72.0,0.0,72.0
20100107:1200,129.0,9.0,126.0
20100107:1300,111.0,6.43,109.0
20100107:1400,140.0,108.96,113.0
20100107:1500,71.0,74.04,60.0
20100107:1600,0.0,0.0,0.0
20100107:1700,0.0,0.0,0.0
20100107:1800,0.0,0.0,0.0
20100107:1900,0.0,0.0,0.0
20100107:2000,0.0,0.0,0.0
20100107:2100,0.0,0.0,0.0
20100107:2200,0.0,0.0,0.0
20100107:2300,0.0,0.0,0.0
20100108:0000,0.0,0.0,0.0
20100108:0100,0.0,0.0,0.0
20100108:0200,0.0,0.0,0.0
20100108:0300,0.0,0.0,0.0
20100108:0400,0.0,0.0,0.0
20100108:0500,0.0,0.0,0.0
20100108:0600,0.0,0.0,0.0
20100108:0700,0.0,0.0,0.0
20100108:0800,0.0,0.0,0.0
20100108:0900,71.0,50.66,63.0
20100108:1000,110.0,27.44,103.0
20100108:1100,165.0,66.53,144.0
20100108:1200,167.0,50.67,150.0
20100108:1300,169.0,76.62,145.0
20100108:1400,135.0,87.85,113.0
20100108:1500,79.0,105.73,63.0
20100108:1600,0.0,0.0,0.0
20100108:1700,0.0,0.0,0.0
20100108:1800,0.0,0.0,0.0
20100108:1900,0.0,0.0,0.0
20100108:2000,0.0,0.0,0.0
20100108:2100,0.0,0.0,0.0
20100108:2200,0.0,0.0,0.0
20100108:2300,0.0,0.0,0.0
20100109:0000,0.0,0.0,0.0
20100109:0100,0.0,0.0,0.0
20100109:0200,0.0,0.0,0.0
20100109:0300,0.0,0.0,0.0
20100109:0400,0.0,0.0,0.0
20100109:0500,0.0,0.0,0.0
20100109:0600,0.0,0.0,0.0
20100109:0700,0.0,0.0,0.0
20100109:0800,0.0,0.0,0.0
20100109:0900,72.0,50.24,64.0
20100109:1000,79.0,0.0,79.0
20100109:1100,117.0,6.3,115.0
20100109:1200,160.0,38.49,147.0
20100109:1300,74.0,0.0,74.0
20100109:1400,49.0,0.0,49.0
20100109:1500,41.0,0.0,41.0
20100109:1600,0.0,0.0,0.0
20100109:1700,0.0,0.0,0.0
20100109:1800,0.0,0.0,0.0
20100109:1900,0.0,0.0,0.0
20100109:2000,0.0,0.0,0.0
20100109:2100,0.0,0.0,0.0
20100109:2200,0.0,0.0,0.0
20100109:2300,0.0,0.0,0.0
20100110:0000,0.0,0.0,0.0
20100110:0100,0.0,0.0,0.0
20100110:0200,0.0,0.0,0.0
20100110:0300,0.0,0.0,0.0
20100110:0400,0.0,0.0,0.0
20100110:0500,0.0,0.0,0.0
20100110:0600,0.0,0.0,0.0
20100110:0700,0.0,0.0,0.0
20100110:0800,0.0,0.0,0.0
20100110:0900,64.0,31.12,59.0
20100110:1000,78.0,0.0,78.0
20100110:1100,95.0,0.0,95.0
20100110:1200,99.0,0.0,99.0
20100110:1300,104.0,3.14,103.0
20100110:1400,96.0,11.72,93.0
20100110:1500,69.0,44.54,62.0
20100110:1600,0.0,0.0,0.0
20100110:1700,0.0,0.0,0.0
20100110:1800,0.0,0.0,0.0
20100110:1900,0.0,0.0,0.0
20100110:2000,0.0,0.0,0.0
20100110:2100,0.0,0.0,0.0
20100110:2200,0.0,0.0,0.0
20100110:2300,0.0,0.0,0.0
20100111:0000,0.0,0.0,0.0
20100111:0100,0.0,0.0,0.0
20100111:0200,0.0,0.0,0.0
20100111:0300,0.0,0.0,0.0
20100111:0400,0.0,0.0,0.0
20100111:0500,0.0,0.0,0.0
20100111:0600,0.0,0.0,0.0
20100111:0700,0.0,0.0,0.0
20100111:0800,0.0,0.0,0.0
20100111:0900,29.0,0.0,29.0
20100111:1000,40.0,0.0,40.0
20100111:1100,27.0,0.0,27.0
20100111:1200,83.0,0.0,83.0
20100111:1300,158.0,49.82,142.0
20100111:1400,44.0,0.0,44.0
20100111:1500,15.0,0.0,15.0
20100111:1600,0.0,0.0,0.0
20100111:1700,0.0,0.0,0.0
20100111:1800,0.0,0.0,0.0
