time(UTC),GHI,DNI,DHI
20110101:0000,0.0,0.0,0.0
20110101:0100,0.0,0.0,0.0
20110101:0200,0.0,0.0,0.0
20110101:0300,0.0,0.0,0.0
20110101:0400,0.0,0.0,0.0
20110101:0500,0.0,0.0,0.0
20110101:0600,0.0,0.0,0.0
20110101:0700,0.0,0.0,0.0
20110101:0800,36.0,90.1,29.0
20110101:0900,174.0,500.53,69.0
20110101:1000,278.0,589.11,96.0
20110101:1100,364.0,765.42,82.0
20110101:1200,378.0,747.06,91.0
20110101:1300,196.0,78.85,168.0
20110101:1400,264.0,684.96,70.0
20110101:1500,125.0,340.22,66.0
20110101:1600,0.0,0.0,0.0
20110101:1700,0.0,0.0,0.0
20110101:1800,0.0,0.0,0.0
20110101:1900,0.0,0.0,0.0
20110101:2000,0.0,0.0,0.0
20110101:2100,0.0,0.0,0.0
20110101:2200,0.0,0.0,0.0
20110101:2300,0.0,0.0,0.0
20110102:0000,0.0,0.0,0.0
20110102:0100,0.0,0.0,0.0
20110102:0200,0.0,0.0,0.0
20110102:0300,0.0,0.0,0.0
20110102:0400,0.0,0.0,0.0
20110102:0500,0.0,0.0,0.0
20110102:0600,0.0,0.0,0.0
20110102:0700,0.0,0.0,0.0
20110102:0800,25.0,12.85,24.0
20110102:0900,72.0,4.76,71.0
20110102:1000,82.0,0.0,82.0
20110102:1100,123.0,2.71,122.0
20110102:1200,119.0,0.0,119.0
20110102:1300,91.0,0.0,91.0
20110102:1400,126.0,28.05,118.0
20110102:1500,92.0,96.81,75.0
20110102:1600,0.0,0.0,0.0
20110102:1700,0.0,0.0,0.0
20110102:1800,0.0,0.0,0.0
20110102:1900,0.0,0.0,0.0
20110102:2000,0.0,0.0,0.0
20110102:2100,0.0,0.0,0.0
20110102:2200,0.0,0.0,0.0
20110102:2300,0.0,0.0,0.0
20110103:0000,0.0,0.0,0.0
20110103:0100,0.0,0.0,0.0
20110103:0200,0.0,0.0,0.0
20110103:0300,0.0,0.0,0.0
20110103:0400,0.0,0.0,0.0
20110103:0500,0.0,0.0,0.0
20110103:0600,0.0,0.0,0.0
20110103:0700,0.0,0.0,0.0
20110103:0800,45.0,230.74,27.0
20110103:0900,180.0,564.8,61.0
20110103:1000,291.0,676.26,81.0
20110103:1100,342.0,604.23,118.0
20110103:1200,296.0,302.21,179.0
20110103:1300,254.0,234.17,170.0
20110103:1400,204.0,261.02,129.0
20110103:1500,124.0,297.93,71.0
20110103:1600,0.0,0.0,0.0
20110103:1700,0.0,0.0,0.0
20110103:1800,0.0,0.0,0.0
20110103:1900,0.0,0.0,0.0
20110103:2000,0.0,0.0,0.0
