time(UTC),GHI,DNI,DHI
20100101:0000,0.0,0.0,0.0
20100101:0100,0.0,0.0,0.0
20100101:0200,0.0,0.0,0.0
20100101:0300,0.0,0.0,0.0
20100101:0400,0.0,0.0,0.0
20100101:0500,0.0,0.0,0.0
20100101:0600,0.0,0.0,0.0
20100101:0700,0.0,0.0,0.0
20100101:0800,39.0,111.62,30.0
20100101:0900,101.0,89.47,84.0
20100101:1000,67.0,0.0,67.0
20100101:1100,62.0,0.0,62.0
20100101:1200,120.0,13.26,116.0
20100101:1300,82.0,3.87,81.0
20100101:1400,63.0,11.3,61.0
20100101:1500,17.0,15.72,16.0
20100101:1600,0.0,0.0,0.0
20100101:1700,0.0,0.0,0.0
20100101:1800,0.0,0.0,0.0
20100101:1900,0.0,0.0,0.0
20100101:2000,0.0,0.0,0.0
20100101:2100,0.0,0.0,0.0
20100101:2200,0.0,0.0,0.0
20100101:2300,0.0,0.0,0.0
20100102:0000,0.0,0.0,0.0
20100102:0100,0.0,0.0,0.0
20100102:0200,0.0,0.0,0.0
20100102:0300,0.0,0.0,0.0
20100102:0400,0.0,0.0,0.0
20100102:0500,0.0,0.0,0.0
20100102:0600,0.0,0.0,0.0
20100102:0700,0.0,0.0,0.0
20100102:0800,44.0,172.87,30.0
20100102:0900,169.0,645.11,46.0
20100102:1000,255.0,729.51,60.0
20100102:1100,299.0,765.5,65.0
20100102:1200,294.0,748.72,67.0
20100102:1300,233.0,603.88,76.0
20100102:1400,131.0,346.33,69.0
20100102:1500,28.0,91.17,22.0
20100102:1600,0.0,0.0,0.0
20100102:1700,0.0,0.0,0.0
20100102:1800,0.0,0.0,0.0
20100102:1900,0.0,0.0,0.0
20100102:2000,0.0,0.0,0.0
20100102:2100,0.0,0.0,0.0
20100102:2200,0.0,0.0,0.0
20100102:2300,0.0,0.0,0.0
20100103:0000,0.0,0.0,0.0
20100103:0100,0.0,0.0,0.0
20100103:0200,0.0,0.0,0.0
20100103:0300,0.0,0.0,0.0
20100103:0400,0.0,0.0,0.0
20100103:0500,0.0,0.0,0.0
20100103:0600,0.0,0.0,0.0
20100103:0700,0.0,0.0,0.0
20100103:0800,36.0,73.65,30.0
20100103:0900,168.0,621.61,49.0
20100103:1000,139.0,63.34,122.0
20100103:1100,165.0,71.64,143.0
20100103:1200,74.0,0.0,74.0
20100103:1300,115.0,30.54,107.0
20100103:1400,34.0,0.0,34.0
20100103:1500,16.0,0.0,16.0
20100103:1600,0.0,0.0,0.0
20100103:1700,0.0,0.0,0.0
20100103:1800,0.0,0.0,0.0
20100103:1900,0.0,0.0,0.0
20100103:2000,0.0,0.0,0.0
20100103:2100,0.0,0.0,0.0
20100103:2200,0.0,0.0,0.0
20100103:2300,0.0,0.0,0.0
20100104:0000,0.0,0.0,0.0
20100104:0100,0.0,0.0,0.0
20100104:0200,0.0,0.0,0.0
20100104:0300,0.0,0.0,0.0
20100104:0400,0.0,0.0,0.0
20100104:0500,0.0,0.0,0.0
20100104:0600,0.0,0.0,0.0
20100104:0700,0.0,0.0,0.0
20100104:0800,50.0,255.89,29.0
20100104:0900,111.0,129.98,86.0
20100104:1000,128.0,40.8,117.0
20100104:1100,125.0,12.96,121.0
20100104:1200,122.0,13.04,118.0
20100104:1300,112.0,22.72,106.0
20100104:1400,64.0,10.9,62.0
20100104:1500,27.0,42.53,24.0
20100104:1600,0.0,0.0,0.0
20100104:1700,0.0,0.0,0.0
20100104:1800,0.0,0.0,0.0
20100104:1900,0.0,0.0,0.0
20100104:2000,0.0,0.0,0.0
20100104:2100,0.0,0.0,0.0
20100104:2200,0.0,0.0,0.0
20100104:2300,0.0,0.0,0.0
20100105:0000,0.0,0.0,0.0
20100105:0100,0.0,0.0,0.0
20100105:0200,0.0,0.0,0.0
20100105:0300,0.0,0.0,0.0
20100105:0400,0.0,0.0,0.0
20100105:0500,0.0,0.0,0.0
20100105:0600,0.0,0.0,0.0
20100105:0700,0.0,0.0,0.0
20100105:0800,48.0,217.43,30.0
20100105:0900,163.0,532.7,60.0
20100105:1000,249.0,642.18,75.0
20100105:1100,293.0,673.56,84.0
20100105:1200,294.0,699.73,78.0
20100105:1300,256.0,762.41,53.0
20100105:1400,159.0,580.98,51.0
20100105:1500,47.0,369.54,20.0
20100105:1600,0.0,0.0,0.0
20100105:1700,0.0,0.0,0.0
20100105:1800,0.0,0.0,0.0
20100105:1900,0.0,0.0,0.0
20100105:2000,0.0,0.0,0.0
20100105:2100,0.0,0.0,0.0
20100105:2200,0.0,0.0,0.0
20100105:2300,0.0,0.0,0.0
20100106:0000,0.0,0.0,0.0
20100106:0100,0.0,0.0,0.0
20100106:0200,0.0,0.0,0.0
20100106:0300,0.0,0.0,0.0
20100106:0400,0.0,0.0,0.0
20100106:0500,0.0,0.0,0.0
20100106:0600,0.0,0.0,0.0
20100106:0700,0.0,0.0,0.0
20100106:0800,43.0,131.54,32.0
20100106:0900,93.0,56.56,82.0
20100106:1000,85.0,0.0,85.0
20100106:1100,99.0,0.0,99.0
20100106:1200,82.0,0.0,82.0
20100106:1300,101.0,11.17,98.0
20100106:1400,74.0,21.23,70.0
20100106:1500,32.0,79.28,26.0
20100106:1600,0.0,0.0,0.0
20100106:1700,0.0,0.0,0.0
20100106:1800,0.0,0.0,0.0
20100106:1900,0.0,0.0,0.0
20100106:2000,0.0,0.0,0.0
20100106:2100,0.0,0.0,0.0
20100106:2200,0.0,0.0,0.0
20100106:2300,0.0,0.0,0.0
20100107:0000,0.0,0.0,0.0
20100107:0100,0.0,0.0,0.0
20100107:0200,0.0,0.0,0.0
20100107:0300,0.0,0.0,0.0
20100107:0400,0.0,0.0,0.0
20100107:0500,0.0,0.0,0.0
20100107:0600,0.0,0.0,0.0
20100107:0700,0.0,0.0,0.0
20100107:0800,58.0,401.95,24.0
20100107:0900,104.0,91.95,86.0
20100107:1000,157.0,105.84,128.0
20100107:1100,132.0,19.11,126.0
20100107:1200,128.0,15.98,123.0
20100107:1300,83.0,0.0,83.0
20100107:1400,19.0,0.0,19.0
20100107:1500,16.0,0.0,16.0
20100107:1600,0.0,0.0,0.0
20100107:1700,0.0,0.0,0.0
20100107:1800,0.0,0.0,0.0
20100107:1900,0.0,0.0,0.0
20100107:2000,0.0,0.0,0.0
20100107:2100,0.0,0.0,0.0
20100107:2200,0.0,0.0,0.0
20100107:2300,0.0,0.0,0.0
20100108:0000,0.0,0.0,0.0
20100108:0100,0.0,0.0,0.0
20100108:0200,0.0,0.0,0.0
20100108:0300,0.0,0.0,0.0
20100108:0400,0.0,0.0,0.0
20100108:0500,0.0,0.0,0.0
20100108:0600,0.0,0.0,0.0
20100108:0700,0.0,0.0,0.0
20100108:0800,32.0,35.02,29.0
20100108:0900,90.0,45.65,81.0
20100108:1000,156.0,97.93,129.0
20100108:1100,163.0,60.13,144.0
20100108:1200,233.0,282.31,144.0
20100108:1300,156.0,106.01,127.0
20100108:1400,95.0,67.11,82.0
20100108:1500,32.0,49.26,28.0
20100108:1600,0.0,0.0,0.0
20100108:1700,0.0,0.0,0.0
20100108:1800,0.0,0.0,0.0
20100108:1900,0.0,0.0,0.0
20100108:2000,0.0,0.0,0.0
20100108:2100,0.0,0.0,0.0
20100108:2200,0.0,0.0,0.0
20100108:2300,0.0,0.0,0.0
20100109:0000,0.0,0.0,0.0
20100109:0100,0.0,0.0,0.0
20100109:0200,0.0,0.0,0.0
20100109:0300,0.0,0.0,0.0
20100109:0400,0.0,0.0,0.0
20100109:0500,0.0,0.0,0.0
20100109:0600,0.0,0.0,0.0
20100109:0700,0.0,0.0,0.0
20100109:0800,28.0,11.51,27.0
20100109:0900,48.0,0.0,48.0
20100109:1000,52.0,0.0,52.0
20100109:1100,77.0,0.0,77.0
20100109:1200,53.0,0.0,53.0
20100109:1300,42.0,0.0,42.0
20100109:1400,43.0,0.0,43.0
20100109:1500,34.0,59.45,29.0
20100109:1600,0.0,0.0,0.0
20100109:1700,0.0,0.0,0.0
20100109:1800,0.0,0.0,0.0
20100109:1900,0.0,0.0,0.0
20100109:2000,0.0,0.0,0.0
20100109:2100,0.0,0.0,0.0
20100109:2200,0.0,0.0,0.0
20100109:2300,0.0,0.0,0.0
20100110:0000,0.0,0.0,0.0
20100110:0100,0.0,0.0,0.0
20100110:0200,0.0,0.0,0.0
20100110:0300,0.0,0.0,0.0
20100110:0400,0.0,0.0,0.0
20100110:0500,0.0,0.0,0.0
20100110:0600,0.0,0.0,0.0
20100110:0700,0.0,0.0,0.0
20100110:0800,20.0,0.0,20.0
20100110:0900,106.0,89.87,88.0
20100110:1000,109.0,10.73,106.0
20100110:1100,107.0,3.12,106.0
20100110:1200,88.0,0.0,88.0
20100110:1300,81.0,0.0,81.0
20100110:1400,24.0,0.0,24.0
20100110:1500,34.0,45.93,30.0
20100110:1600,0.0,0.0,0.0
20100110:1700,0.0,0.0,0.0
20100110:1800,0.0,0.0,0.0
20100110:1900,0.0,0.0,0.0
20100110:2000,0.0,0.0,0.0
20100110:2100,0.0,0.0,0.0
20100110:2200,0.0,0.0,0.0
20100110:2300,0.0,0.0,0.0
20100111:0000,0.0,0.0,0.0
20100111:0100,0.0,0.0,0.0
20100111:0200,0.0,0.0,0.0
20100111:0300,0.0,0.0,0.0
20100111:0400,0.0,0.0,0.0
20100111:0500,0.0,0.0,0.0
20100111:0600,0.0,0.0,0.0
20100111:0700,0.0,0.0,0.0
20100111:0800,50.0,178.51,34.0
20100111:0900,108.0,94.04,89.0
20100111:1000,98.0,3.55,97.0
20100111:1100,99.0,0.0,99.0
20100111:1200,89.0,0.0,89.0
20100111:1300,98.0,3.55,97.0
20100111:1400,69.0,4.94,68.0
20100111:1500,34.0,33.27,31.0
20100111:1600,0.0,0.0,0.0
20100111:1700,0.0,0.0,0.0
20100111:1800,0.0,0.0,0.0
