time(UTC),GHI,DNI,DHI
20130101:0000,0.0,0.0,0.0
20130101:0100,0.0,0.0,0.0
20130101:0200,0.0,0.0,0.0
20130101:0300,0.0,0.0,0.0
20130101:0400,0.0,0.0,0.0
20130101:0500,0.0,0.0,0.0
20130101:0600,0.0,0.0,0.0
20130101:0700,0.0,0.0,0.0
20130101:0800,37.0,135.56,27.0
20130101:0900,72.0,10.05,70.0
20130101:1000,102.0,3.43,101.0
20130101:1100,92.0,0.0,92.0
20130101:1200,58.0,0.0,58.0
20130101:1300,164.0,55.8,146.0
20130101:1400,25.0,0.0,25.0
20130101:1500,105.0,454.41,42.0
20130101:1600,0.0,0.0,0.0
20130101:1700,0.0,0.0,0.0
20130101:1800,0.0,0.0,0.0
20130101:1900,0.0,0.0,0.0
20130101:2000,0.0,0.0,0.0
20130101:2100,0.0,0.0,0.0
20130101:2200,0.0,0.0,0.0
20130101:2300,0.0,0.0,0.0
20130102:0000,0.0,0.0,0.0
20130102:0100,0.0,0.0,0.0
20130102:0200,0.0,0.0,0.0
20130102:0300,0.0,0.0,0.0
20130102:0400,0.0,0.0,0.0
20130102:0500,0.0,0.0,0.0
20130102:0600,0.0,0.0,0.0
20130102:0700,0.0,0.0,0.0
20130102:0800,8.0,0.0,8.0
20130102:0900,73.0,10.03,71.0
20130102:1000,123.0,20.54,117.0
20130102:1100,164.0,37.59,151.0
20130102:1200,63.0,0.0,63.0
20130102:1300,75.0,0.0,75.0
20130102:1400,79.0,3.99,78.0
20130102:1500,43.0,7.1,42.0
20130102:1600,0.0,0.0,0.0
20130102:1700,0.0,0.0,0.0
20130102:1800,0.0,0.0,0.0
20130102:1900,0.0,0.0,0.0
20130102:2000,0.0,0.0,0.0
20130102:2100,0.0,0.0,0.0
20130102:2200,0.0,0.0,0.0
20130102:2300,0.0,0.0,0.0
20130103:0000,0.0,0.0,0.0
20130103:0100,0.0,0.0,0.0
20130103:0200,0.0,0.0,0.0
20130103:0300,0.0,0.0,0.0
20130103:0400,0.0,0.0,0.0
20130103:0500,0.0,0.0,0.0
20130103:0600,0.0,0.0,0.0
20130103:0700,0.0,0.0,0.0
20130103:0800,9.0,0.0,9.0
20130103:0900,115.0,130.01,89.0
