time(UTC),GHI,DNI,DHI
20090101:0000,0.0,0.0,0.0
20090101:0100,0.0,0.0,0.0
20090101:0200,0.0,0.0,0.0
20090101:0300,0.0,0.0,0.0
20090101:0400,0.0,0.0,0.0
20090101:0500,0.0,0.0,0.0
20090101:0600,0.0,0.0,0.0
20090101:0700,0.0,0.0,0.0
20090101:0800,46.0,0.0,46.0
20090101:0900,107.0,39.03,98.0
20090101:1000,87.0,0.0,87.0
20090101:1100,152.0,16.99,146.0
20090101:1200,121.0,2.85,120.0
20090101:1300,111.0,6.54,109.0
20090101:1400,56.0,0.0,56.0
20090101:1500,49.0,98.89,39.0
20090101:1600,0.0,0.0,0.0
20090101:1700,0.0,0.0,0.0
20090101:1800,0.0,0.0,0.0
20090101:1900,0.0,0.0,0.0
20090101:2000,0.0,0.0,0.0
20090101:2100,0.0,0.0,0.0
20090101:2200,0.0,0.0,0.0
20090101:2300,0.0,0.0,0.0
20090102:0000,0.0,0.0,0.0
20090102:0100,0.0,0.0,0.0
20090102:0200,0.0,0.0,0.0
20090102:0300,0.0,0.0,0.0
20090102:0400,0.0,0.0,0.0
20090102:0500,0.0,0.0,0.0
20090102:0600,0.0,0.0,0.0
20090102:0700,0.0,0.0,0.0
20090102:0800,35.95,0.0,35.95
20090102:0900,116.4,159.86,79.45
20090102:1000,206.0,169.32,153.0
20090102:1100,187.2,150.37,133.9
20090102:1200,211.0,107.76,173.0
20090102:1300,146.5,120.41,109.45
20090102:1400,96.0,26.95,90.0
20090102:1500,43.15,116.59,31.1
20090102:1600,0.0,0.0,0.0
20090102:1700,0.0,0.0,0.0
20090102:1800,0.0,0.0,0.0
20090102:1900,0.0,0.0,0.0
20090102:2000,0.0,0.0,0.0
20090102:2100,0.0,0.0,0.0
20090102:2200,0.0,0.0,0.0
20090102:2300,0.0,0.0,0.0
20090103:0000,0.0,0.0,0.0
20090103:0100,0.0,0.0,0.0
20090103:0200,0.0,0.0,0.0
20090103:0300,0.0,0.0,0.0
20090103:0400,0.0,0.0,0.0
20090103:0500,0.0,0.0,0.0
20090103:0600,0.0,0.0,0.0
20090103:0700,0.0,0.0,0.0
20090103:0800,36.0,0.0,36.0
20090103:0900,115.65,154.21,79.9
20090103:1000,235.0,283.4,146.0
20090103:1100,172.9,135.04,124.85
20090103:1200,201.0,81.84,172.0
20090103:1300,139.65,99.95,108.7
20090103:1400,86.0,13.34,83.0
20090103:1500,40.7,84.21,31.8
20090103:1600,0.0,0.0,0.0
20090103:1700,0.0,0.0,0.0
20090103:1800,0.0,0.0,0.0
20090103:1900,0.0,0.0,0.0
20090103:2000,0.0,0.0,0.0
20090103:2100,0.0,0.0,0.0
20090103:2200,0.0,0.0,0.0
20090103:2300,0.0,0.0,0.0
20090104:0000,0.0,0.0,0.0
20090104:0100,0.0,0.0,0.0
20090104:0200,0.0,0.0,0.0
20090104:0300,0.0,0.0,0.0
20090104:0400,0.0,0.0,0.0
20090104:0500,0.0,0.0,0.0
20090104:0600,0.0,0.0,0.0
20090104:0700,0.0,0.0,0.0
20090104:0800,32.0,0.0,32.0
20090104:0900,130.2,215.14,80.15
20090104:1000,288.0,590.11,102.0
20090104:1100,193.75,208.92,119.1
20090104:1200,312.0,494.19,136.0
20090104:1300,156.55,168.57,104.0
20090104:1400,117.0,66.04,102.0
20090104:1500,45.65,104.98,34.3
20090104:1600,0.0,0.0,0.0
20090104:1700,0.0,0.0,0.0
20090104:1800,0.0,0.0,0.0
20090104:1900,0.0,0.0,0.0
20090104:2000,0.0,0.0,0.0
20090104:2100,0.0,0.0,0.0
20090104:2200,0.0,0.0,0.0
20090104:2300,0.0,0.0,0.0
20090105:0000,0.0,0.0,0.0
20090105:0100,0.0,0.0,0.0
20090105:0200,0.0,0.0,0.0
20090105:0300,0.0,0.0,0.0
20090105:0400,0.0,0.0,0.0
20090105:0500,0.0,0.0,0.0
20090105:0600,0.0,0.0,0.0
20090105:0700,0.0,0.0,0.0
20090105:0800,48.0,0.0,48.0
20090105:0900,124.15,212.35,74.55
20090105:1000,288.0,578.25,105.0
20090105:1100,185.25,190.57,116.85
20090105:1200,336.0,625.58,112.0
20090105:1300,165.55,171.22,111.8
20090105:1400,150.0,196.04,105.0
20090105:1500,48.75,137.84,33.5
20090105:1600,0.0,0.0,0.0
20090105:1700,0.0,0.0,0.0
20090105:1800,0.0,0.0,0.0
20090105:1900,0.0,0.0,0.0
20090105:2000,0.0,0.0,0.0
20090105:2100,0.0,0.0,0.0
20090105:2200,0.0,0.0,0.0
20090105:2300,0.0,0.0,0.0
20090106:0000,0.0,0.0,0.0
20090106:0100,0.0,0.0,0.0
20090106:0200,0.0,0.0,0.0
20090106:0300,0.0,0.0,0.0
20090106:0400,0.0,0.0,0.0
20090106:0500,0.0,0.0,0.0
20090106:0600,0.0,0.0,0.0
20090106:0700,0.0,0.0,0.0
20090106:0800,39.0,0.0,39.0
20090106:0900,141.45,294.72,72.3
20090106:1000,267.0,437.29,128.0
20090106:1100,216.65,273.25,118.1
20090106:1200,157.0,19.44,150.0
20090106:1300,194.75,250.29,115.6
20090106:1400,158.0,228.41,105.0
20090106:1500,55.35,171.73,35.9
20090106:1600,0.0,0.0,0.0
20090106:1700,0.0,0.0,0.0
20090106:1800,0.0,0.0,0.0
20090106:1900,0.0,0.0,0.0
20090106:2000,0.0,0.0,0.0
20090106:2100,0.0,0.0,0.0
20090106:2200,0.0,0.0,0.0
20090106:2300,0.0,0.0,0.0
20090107:0000,0.0,0.0,0.0
20090107:0100,0.0,0.0,0.0
20090107:0200,0.0,0.0,0.0
20090107:0300,0.0,0.0,0.0
20090107:0400,0.0,0.0,0.0
20090107:0500,0.0,0.0,0.0
20090107:0600,0.0,0.0,0.0
20090107:0700,0.0,0.0,0.0
20090107:0800,29.0,0.0,29.0
20090107:0900,149.15,315.09,74.85
20090107:1000,337.0,976.9,25.0
20090107:1100,229.75,324.13,112.25
20090107:1200,285.0,328.49,166.0
20090107:1300,205.25,277.89,116.7
20090107:1400,43.0,0.0,43.0
20090107:1500,58.85,187.98,37.05
20090107:1600,0.0,0.0,0.0
20090107:1700,0.0,0.0,0.0
20090107:1800,0.0,0.0,0.0
20090107:1900,0.0,0.0,0.0
20090107:2000,0.0,0.0,0.0
20090107:2100,0.0,0.0,0.0
20090107:2200,0.0,0.0,0.0
20090107:2300,0.0,0.0,0.0
20090108:0000,0.0,0.0,0.0
20090108:0100,0.0,0.0,0.0
20090108:0200,0.0,0.0,0.0
20090108:0300,0.0,0.0,0.0
20090108:0400,0.0,0.0,0.0
20090108:0500,0.0,0.0,0.0
20090108:0600,0.0,0.0,0.0
20090108:0700,0.0,0.0,0.0
20090108:0800,22.0,0.0,22.0
20090108:0900,149.3,287.01,81.25
20090108:1000,229.0,233.64,154.0
20090108:1100,241.85,359.56,110.8
20090108:1200,263.0,235.92,177.0
20090108:1300,202.1,296.26,106.95
20090108:1400,106.0,29.49,99.0
20090108:1500,53.95,141.87,37.1
20090108:1600,0.0,0.0,0.0
20090108:1700,0.0,0.0,0.0
20090108:1800,0.0,0.0,0.0
20090108:1900,0.0,0.0,0.0
20090108:2000,0.0,0.0,0.0
20090108:2100,0.0,0.0,0.0
20090108:2200,0.0,0.0,0.0
20090108:2300,0.0,0.0,0.0
20090109:0000,0.0,0.0,0.0
20090109:0100,0.0,0.0,0.0
20090109:0200,0.0,0.0,0.0
20090109:0300,0.0,0.0,0.0
20090109:0400,0.0,0.0,0.0
20090109:0500,0.0,0.0,0.0
20090109:0600,0.0,0.0,0.0
20090109:0700,0.0,0.0,0.0
20090109:0800,45.0,0.0,45.0
20090109:0900,143.4,235.42,87.25
20090109:1000,323.0,805.54,63.0
20090109:1100,242.75,339.51,118.3
20090109:1200,309.0,425.17,153.0
20090109:1300,203.05,298.03,106.55
20090109:1400,133.0,95.78,110.0
20090109:1500,54.85,130.27,39.0
20090109:1600,0.0,0.0,0.0
20090109:1700,0.0,0.0,0.0
20090109:1800,0.0,0.0,0.0
20090109:1900,0.0,0.0,0.0
20090109:2000,0.0,0.0,0.0
20090109:2100,0.0,0.0,0.0
20090109:2200,0.0,0.0,0.0
20090109:2300,0.0,0.0,0.0
20090110:0000,0.0,0.0,0.0
20090110:0100,0.0,0.0,0.0
20090110:0200,0.0,0.0,0.0
20090110:0300,0.0,0.0,0.0
