time(UTC),GHI,DNI,DHI
20110101:0000,0.0,0.0,0.0
20110101:0100,0.0,0.0,0.0
20110101:0200,0.0,0.0,0.0
20110101:0300,0.0,0.0,0.0
20110101:0400,0.0,0.0,0.0
20110101:0500,0.0,0.0,0.0
20110101:0600,0.0,0.0,0.0
20110101:0700,0.0,0.0,0.0
20110101:0800,40.0,65.71,34.0
20110101:0900,117.0,91.94,97.0
20110101:1000,180.0,103.19,148.0
20110101:1100,269.0,267.47,172.0
20110101:1200,306.0,392.83,160.0
20110101:1300,323.0,707.3,85.0
20110101:1400,82.0,0.0,82.0
20110101:1500,41.0,0.0,41.0
20110101:1600,0.0,0.0,0.0
20110101:1700,0.0,0.0,0.0
20110101:1800,0.0,0.0,0.0
20110101:1900,0.0,0.0,0.0
20110101:2000,0.0,0.0,0.0
20110101:2100,0.0,0.0,0.0
20110101:2200,0.0,0.0,0.0
20110101:2300,0.0,0.0,0.0
20110102:0000,0.0,0.0,0.0
20110102:0100,0.0,0.0,0.0
20110102:0200,0.0,0.0,0.0
20110102:0300,0.0,0.0,0.0
20110102:0400,0.0,0.0,0.0
20110102:0500,0.0,0.0,0.0
20110102:0600,0.0,0.0,0.0
20110102:0700,0.0,0.0,0.0
20110102:0800,58.0,284.25,32.0
20110102:0900,183.0,513.76,71.0
20110102:1000,278.0,562.89,103.0
20110102:1100,341.0,632.2,111.0
20110102:1200,366.0,734.29,92.0
20110102:1300,320.0,668.1,94.0
20110102:1400,96.0,0.0,96.0
20110102:1500,51.0,0.0,51.0
20110102:1600,0.0,0.0,0.0
20110102:1700,0.0,0.0,0.0
20110102:1800,0.0,0.0,0.0
20110102:1900,0.0,0.0,0.0
20110102:2000,0.0,0.0,0.0
20110102:2100,0.0,0.0,0.0
20110102:2200,0.0,0.0,0.0
20110102:2300,0.0,0.0,0.0
20110103:0000,0.0,0.0,0.0
20110103:0100,0.0,0.0,0.0
20110103:0200,0.0,0.0,0.0
20110103:0300,0.0,0.0,0.0
20110103:0400,0.0,0.0,0.0
20110103:0500,0.0,0.0,0.0
20110103:0600,0.0,0.0,0.0
20110103:0700,0.0,0.0,0.0
20110103:0800,60.0,326.98,30.0
20110103:0900,191.0,581.01,64.0
20110103:1000,301.0,731.2,73.0
20110103:1100,361.0,756.0,85.0
20110103:1200,376.0,792.52,79.0
20110103:1300,327.0,708.46,86.0
20110103:1400,68.0,0.0,68.0
20110103:1500,32.0,0.0,32.0
20110103:1600,0.0,0.0,0.0
20110103:1700,0.0,0.0,0.0
20110103:1800,0.0,0.0,0.0
20110103:1900,0.0,0.0,0.0
20110103:2000,0.0,0.0,0.0
