time(UTC),GHI,DNI,DHI
20150101:0000,0.0,0.0,0.0
20150101:0100,0.0,0.0,0.0
20150101:0200,0.0,0.0,0.0
20150101:0300,0.0,0.0,0.0
20150101:0400,0.0,0.0,0.0
20150101:0500,0.0,0.0,0.0
20150101:0600,0.0,0.0,0.0
20150101:0700,0.0,0.0,0.0
20150101:0800,24.0,0.0,24.0
20150101:0900,89.0,65.74,77.0
20150101:1000,114.0,26.72,107.0
20150101:1100,112.0,6.59,110.0
20150101:1200,93.0,0.0,93.0
20150101:1300,77.0,0.0,77.0
20150101:1400,66.0,10.76,64.0
20150101:1500,19.0,0.0,19.0
20150101:1600,0.0,0.0,0.0
20150101:1700,0.0,0.0,0.0
20150101:1800,0.0,0.0,0.0
20150101:1900,0.0,0.0,0.0
20150101:2000,0.0,0.0,0.0
20150101:2100,0.0,0.0,0.0
20150101:2200,0.0,0.0,0.0
20150101:2300,0.0,0.0,0.0
20150102:0000,0.0,0.0,0.0
20150102:0100,0.0,0.0,0.0
20150102:0200,0.0,0.0,0.0
20150102:0300,0.0,0.0,0.0
20150102:0400,0.0,0.0,0.0
20150102:0500,0.0,0.0,0.0
20150102:0600,0.0,0.0,0.0
20150102:0700,0.0,0.0,0.0
20150102:0800,22.0,0.0,22.0
20150102:0900,18.0,0.0,18.0
20150102:1000,35.0,0.0,35.0
20150102:1100,55.0,0.0,55.0
20150102:1200,51.0,0.0,51.0
20150102:1300,72.0,0.0,72.0
20150102:1400,53.0,0.0,53.0
20150102:1500,20.0,0.0,20.0
20150102:1600,0.0,0.0,0.0
20150102:1700,0.0,0.0,0.0
20150102:1800,0.0,0.0,0.0
20150102:1900,0.0,0.0,0.0
20150102:2000,0.0,0.0,0.0
20150102:2100,0.0,0.0,0.0
20150102:2200,0.0,0.0,0.0
20150102:2300,0.0,0.0,0.0
20150103:0000,0.0,0.0,0.0
20150103:0100,0.0,0.0,0.0
20150103:0200,0.0,0.0,0.0
20150103:0300,0.0,0.0,0.0
20150103:0400,0.0,0.0,0.0
20150103:0500,0.0,0.0,0.0
20150103:0600,0.0,0.0,0.0
20150103:0700,0.0,0.0,0.0
20150103:0800,4.0,0.0,4.0
20150103:0900,35.0,0.0,35.0
20150103:1000,41.0,0.0,41.0
20150103:1100,52.0,0.0,52.0
20150103:1200,49.0,0.0,49.0
20150103:1300,77.0,0.0,77.0
20150103:1400,46.0,0.0,46.0
20150103:1500,40.0,151.05,28.0
20150103:1600,0.0,0.0,0.0
20150103:1700,0.0,0.0,0.0
