time(UTC),GHI,DNI,DHI
20120101:0000,0.0,0.0,0.0
20120101:0100,0.0,0.0,0.0
20120101:0200,0.0,0.0,0.0
20120101:0300,0.0,0.0,0.0
20120101:0400,0.0,0.0,0.0
20120101:0500,0.0,0.0,0.0
20120101:0600,0.0,0.0,0.0
20120101:0700,0.0,0.0,0.0
20120101:0800,11.0,0.0,11.0
20120101:0900,161.0,319.27,91.0
20120101:1000,234.0,322.5,135.0
20120101:1100,319.0,555.4,122.0
20120101:1200,353.0,754.49,82.0
20120101:1300,210.0,174.94,154.0
20120101:1400,174.0,299.8,102.0
20120101:1500,63.0,104.19,50.0
20120101:1600,0.0,0.0,0.0
20120101:1700,0.0,0.0,0.0
20120101:1800,0.0,0.0,0.0
20120101:1900,0.0,0.0,0.0
20120101:2000,0.0,0.0,0.0
20120101:2100,0.0,0.0,0.0
20120101:2200,0.0,0.0,0.0
20120101:2300,0.0,0.0,0.0
20120102:0000,0.0,0.0,0.0
20120102:0100,0.0,0.0,0.0
20120102:0200,0.0,0.0,0.0
20120102:0300,0.0,0.0,0.0
20120102:0400,0.0,0.0,0.0
20120102:0500,0.0,0.0,0.0
20120102:0600,0.0,0.0,0.0
20120102:0700,0.0,0.0,0.0
20120102:0800,31.0,0.0,31.0
20120102:0900,45.0,0.0,45.0
20120102:1000,71.0,0.0,71.0
20120102:1100,55.0,0.0,55.0
20120102:1200,71.0,0.0,71.0
20120102:1300,126.0,9.32,123.0
20120102:1400,88.0,8.26,86.0
20120102:1500,45.0,15.75,43.0
20120102:1600,0.0,0.0,0.0
20120102:1700,0.0,0.0,0.0
20120102:1800,0.0,0.0,0.0
20120102:1900,0.0,0.0,0.0
20120102:2000,0.0,0.0,0.0
20120102:2100,0.0,0.0,0.0
20120102:2200,0.0,0.0,0.0
20120102:2300,0.0,0.0,0.0
20120103:0000,0.0,0.0,0.0
20120103:0100,0.0,0.0,0.0
20120103:0200,0.0,0.0,0.0
20120103:0300,0.0,0.0,0.0
20120103:0400,0.0,0.0,0.0
20120103:0500,0.0,0.0,0.0
20120103:0600,0.0,0.0,0.0
20120103:0700,0.0,0.0,0.0
20120103:0800,36.0,0.0,36.0
20120103:0900,208.0,762.25,40.0
20120103:1000,289.0,663.88,84.0
20120103:1100,347.0,725.07,88.0
20120103:1200,360.0,783.78,76.0
20120103:1300,300.0,636.07,94.0
20120103:1400,212.0,560.62,75.0
20120103:1500,102.0,533.65,33.0
20120103:1600,0.0,0.0,0.0
20120103:1700,0.0,0.0,0.0
20120103:1800,0.0,0.0,0.0
20120103:1900,0.0,0.0,0.0
20120103:2000,0.0,0.0,0.0
20120103:2100,0.0,0.0,0.0
20120103:2200,0.0,0.0,0.0
20120103:2300,0.0,0.0,0.0
20120104:0000,0.0,0.0,0.0
20120104:0100,0.0,0.0,0.0
20120104:0200,0.0,0.0,0.0
20120104:0300,0.0,0.0,0.0
20120104:0400,0.0,0.0,0.0
20120104:0500,0.0,0.0,0.0
20120104:0600,0.0,0.0,0.0
20120104:0700,0.0,0.0,0.0
20120104:0800,35.0,0.0,35.0
20120104:0900,106.0,49.74,95.0
20120104:1000,299.0,742.21,69.0
20120104:1100,142.0,11.15,138.0
20120104:1200,324.0,535.56,129.0
20120104:1300,281.0,494.01,120.0
20120104:1400,220.0,616.29,68.0
20120104:1500,88.0,296.1,49.0
20120104:1600,0.0,0.0,0.0
20120104:1700,0.0,0.0,0.0
20120104:1800,0.0,0.0,0.0
20120104:1900,0.0,0.0,0.0
20120104:2000,0.0,0.0,0.0
20120104:2100,0.0,0.0,0.0
20120104:2200,0.0,0.0,0.0
20120104:2300,0.0,0.0,0.0
20120105:0000,0.0,0.0,0.0
20120105:0100,0.0,0.0,0.0
20120105:0200,0.0,0.0,0.0
20120105:0300,0.0,0.0,0.0
20120105:0400,0.0,0.0,0.0
20120105:0500,0.0,0.0,0.0
20120105:0600,0.0,0.0,0.0
20120105:0700,0.0,0.0,0.0
20120105:0800,12.0,0.0,12.0
20120105:0900,18.0,0.0,18.0
20120105:1000,55.0,0.0,55.0
20120105:1100,95.0,0.0,95.0
20120105:1200,57.0,0.0,57.0
20120105:1300,30.0,0.0,30.0
20120105:1400,54.0,0.0,54.0
20120105:1500,44.0,7.45,43.0
20120105:1600,0.0,0.0,0.0
20120105:1700,0.0,0.0,0.0
20120105:1800,0.0,0.0,0.0
20120105:1900,0.0,0.0,0.0
20120105:2000,0.0,0.0,0.0
20120105:2100,0.0,0.0,0.0
20120105:2200,0.0,0.0,0.0
20120105:2300,0.0,0.0,0.0
20120106:0000,0.0,0.0,0.0
20120106:0100,0.0,0.0,0.0
20120106:0200,0.0,0.0,0.0
20120106:0300,0.0,0.0,0.0
20120106:0400,0.0,0.0,0.0
20120106:0500,0.0,0.0,0.0
20120106:0600,0.0,0.0,0.0
20120106:0700,0.0,0.0,0.0
20120106:0800,25.0,0.0,25.0
20120106:0900,202.0,663.6,54.0
20120106:1000,261.0,448.09,121.0
20120106:1100,267.0,268.05,170.0
20120106:1200,370.0,812.55,71.0
20120106:1300,135.0,15.14,130.0
20120106:1400,118.0,43.74,107.0
20120106:1500,101.0,409.27,45.0
20120106:1600,0.0,0.0,0.0
20120106:1700,0.0,0.0,0.0
20120106:1800,0.0,0.0,0.0
20120106:1900,0.0,0.0,0.0
20120106:2000,0.0,0.0,0.0
20120106:2100,0.0,0.0,0.0
20120106:2200,0.0,0.0,0.0
20120106:2300,0.0,0.0,0.0
20120107:0000,0.0,0.0,0.0
20120107:0100,0.0,0.0,0.0
20120107:0200,0.0,0.0,0.0
20120107:0300,0.0,0.0,0.0
20120107:0400,0.0,0.0,0.0
20120107:0500,0.0,0.0,0.0
20120107:0600,0.0,0.0,0.0
20120107:0700,0.0,0.0,0.0
20120107:0800,28.0,0.0,28.0
20120107:0900,86.0,13.38,83.0
20120107:1000,107.0,3.19,106.0
20120107:1100,114.0,0.0,114.0
20120107:1200,188.0,51.34,169.0
20120107:1300,111.0,3.01,110.0
20120107:1400,69.0,0.0,69.0
20120107:1500,57.0,35.83,52.0
20120107:1600,0.0,0.0,0.0
20120107:1700,0.0,0.0,0.0
20120107:1800,0.0,0.0,0.0
20120107:1900,0.0,0.0,0.0
20120107:2000,0.0,0.0,0.0
20120107:2100,0.0,0.0,0.0
20120107:2200,0.0,0.0,0.0
20120107:2300,0.0,0.0,0.0
20120108:0000,0.0,0.0,0.0
20120108:0100,0.0,0.0,0.0
20120108:0200,0.0,0.0,0.0
20120108:0300,0.0,0.0,0.0
20120108:0400,0.0,0.0,0.0
20120108:0500,0.0,0.0,0.0
20120108:0600,0.0,0.0,0.0
20120108:0700,0.0,0.0,0.0
20120108:0800,37.0,0.0,37.0
20120108:0900,103.0,39.93,94.0
20120108:1000,138.0,22.19,131.0
20120108:1100,67.0,0.0,67.0
20120108:1200,65.0,0.0,65.0
20120108:1300,151.0,26.85,142.0
20120108:1400,104.0,19.48,99.0
20120108:1500,37.0,0.0,37.0
20120108:1600,0.0,0.0,0.0
20120108:1700,0.0,0.0,0.0
20120108:1800,0.0,0.0,0.0
20120108:1900,0.0,0.0,0.0
20120108:2000,0.0,0.0,0.0
20120108:2100,0.0,0.0,0.0
20120108:2200,0.0,0.0,0.0
20120108:2300,0.0,0.0,0.0
20120109:0000,0.0,0.0,0.0
20120109:0100,0.0,0.0,0.0
20120109:0200,0.0,0.0,0.0
20120109:0300,0.0,0.0,0.0
20120109:0400,0.0,0.0,0.0
20120109:0500,0.0,0.0,0.0
20120109:0600,0.0,0.0,0.0
20120109:0700,0.0,0.0,0.0
20120109:0800,34.0,0.0,34.0
20120109:0900,122.0,88.21,102.0
20120109:1000,145.0,31.53,135.0
20120109:1100,220.0,111.53,179.0
20120109:1200,132.0,2.67,131.0
20120109:1300,138.0,14.8,133.0
20120109:1400,157.0,138.72,121.0
20120109:1500,76.0,110.19,60.0
20120109:1600,0.0,0.0,0.0
20120109:1700,0.0,0.0,0.0
20120109:1800,0.0,0.0,0.0
20120109:1900,0.0,0.0,0.0
20120109:2000,0.0,0.0,0.0
20120109:2100,0.0,0.0,0.0
20120109:2200,0.0,0.0,0.0
20120109:2300,0.0,0.0,0.0
20120110:0000,0.0,0.0,0.0
20120110:0100,0.0,0.0,0.0
20120110:0200,0.0,0.0,0.0
20120110:0300,0.0,0.0,0.0
20120110:0400,0.0,0.0,0.0
20120110:0500,0.0,0.0,0.0
20120110:0600,0.0,0.0,0.0
20120110:0700,0.0,0.0,0.0
20120110:0800,38.0,0.0,38.0
20120110:0900,95.0,21.91,90.0
20120110:1000,106.0,3.14,105.0
