time(UTC),GHI,DNI,DHI
20150101:0000,0.0,0.0,0.0
20150101:0100,0.0,0.0,0.0
20150101:0200,0.0,0.0,0.0
20150101:0300,0.0,0.0,0.0
20150101:0400,0.0,0.0,0.0
20150101:0500,0.0,0.0,0.0
20150101:0600,0.0,0.0,0.0
20150101:0700,0.0,0.0,0.0
20150101:0800,12.0,23.46,11.0
20150101:0900,119.0,354.61,61.0
20150101:1000,222.0,568.17,78.0
20150101:1100,286.0,663.1,83.0
20150101:1200,300.0,685.42,82.0
20150101:1300,265.0,644.98,79.0
20150101:1400,172.0,410.7,82.0
20150101:1500,75.0,295.53,41.0
20150101:1600,0.0,0.0,0.0
20150101:1700,0.0,0.0,0.0
20150101:1800,0.0,0.0,0.0
20150101:1900,0.0,0.0,0.0
20150101:2000,0.0,0.0,0.0
20150101:2100,0.0,0.0,0.0
20150101:2200,0.0,0.0,0.0
20150101:2300,0.0,0.0,0.0
20150102:0000,0.0,0.0,0.0
20150102:0100,0.0,0.0,0.0
20150102:0200,0.0,0.0,0.0
20150102:0300,0.0,0.0,0.0
20150102:0400,0.0,0.0,0.0
20150102:0500,0.0,0.0,0.0
20150102:0600,0.0,0.0,0.0
20150102:0700,0.0,0.0,0.0
20150102:0800,9.0,0.0,9.0
20150102:0900,20.0,0.0,20.0
20150102:1000,64.0,0.0,64.0
20150102:1100,110.0,6.51,108.0
20150102:1200,111.0,3.13,110.0
20150102:1300,123.0,24.13,116.0
20150102:1400,116.0,81.39,98.0
20150102:1500,54.0,76.78,45.0
20150102:1600,0.0,0.0,0.0
20150102:1700,0.0,0.0,0.0
20150102:1800,0.0,0.0,0.0
20150102:1900,0.0,0.0,0.0
20150102:2000,0.0,0.0,0.0
20150102:2100,0.0,0.0,0.0
20150102:2200,0.0,0.0,0.0
20150102:2300,0.0,0.0,0.0
20150103:0000,0.0,0.0,0.0
20150103:0100,0.0,0.0,0.0
20150103:0200,0.0,0.0,0.0
20150103:0300,0.0,0.0,0.0
20150103:0400,0.0,0.0,0.0
20150103:0500,0.0,0.0,0.0
20150103:0600,0.0,0.0,0.0
20150103:0700,0.0,0.0,0.0
20150103:0800,2.0,0.0,2.0
20150103:0900,38.0,0.0,38.0
20150103:1000,81.0,3.92,80.0
20150103:1100,53.0,0.0,53.0
20150103:1200,27.0,0.0,27.0
20150103:1300,27.0,0.0,27.0
20150103:1400,17.0,0.0,17.0
20150103:1500,40.0,16.74,38.0
20150103:1600,0.0,0.0,0.0
20150103:1700,0.0,0.0,0.0
