time(UTC),GHI,DNI,DHI
20090101:0000,0.0,0.0,0.0
20090101:0100,0.0,0.0,0.0
20090101:0200,0.0,0.0,0.0
20090101:0300,0.0,0.0,0.0
20090101:0400,0.0,0.0,0.0
20090101:0500,0.0,0.0,0.0
20090101:0600,0.0,0.0,0.0
20090101:0700,0.0,0.0,0.0
20090101:0800,4.0,0.0,4.0
20090101:0900,41.0,0.0,41.0
20090101:1000,50.0,0.0,50.0
20090101:1100,55.0,0.0,55.0
20090101:1200,55.0,0.0,55.0
20090101:1300,48.0,0.0,48.0
20090101:1400,34.0,0.0,34.0
20090101:1500,22.0,0.0,22.0
20090101:1600,0.0,0.0,0.0
20090101:1700,0.0,0.0,0.0
20090101:1800,0.0,0.0,0.0
20090101:1900,0.0,0.0,0.0
20090101:2000,0.0,0.0,0.0
20090101:2100,0.0,0.0,0.0
20090101:2200,0.0,0.0,0.0
20090101:2300,0.0,0.0,0.0
20090102:0000,0.0,0.0,0.0
20090102:0100,0.0,0.0,0.0
20090102:0200,0.0,0.0,0.0
20090102:0300,0.0,0.0,0.0
20090102:0400,0.0,0.0,0.0
20090102:0500,0.0,0.0,0.0
20090102:0600,0.0,0.0,0.0
20090102:0700,0.0,0.0,0.0
20090102:0800,10.4,39.96,8.55
20090102:0900,89.35,219.91,53.15
20090102:1000,213.0,496.56,88.0
20090102:1100,153.7,187.43,97.15
20090102:1200,300.0,729.6,73.0
20090102:1300,160.9,253.43,90.1
20090102:1400,169.0,465.08,72.0
20090102:1500,45.9,139.04,31.5
20090102:1600,0.0,0.0,0.0
20090102:1700,0.0,0.0,0.0
20090102:1800,0.0,0.0,0.0
20090102:1900,0.0,0.0,0.0
20090102:2000,0.0,0.0,0.0
20090102:2100,0.0,0.0,0.0
20090102:2200,0.0,0.0,0.0
20090102:2300,0.0,0.0,0.0
20090103:0000,0.0,0.0,0.0
20090103:0100,0.0,0.0,0.0
20090103:0200,0.0,0.0,0.0
20090103:0300,0.0,0.0,0.0
20090103:0400,0.0,0.0,0.0
20090103:0500,0.0,0.0,0.0
20090103:0600,0.0,0.0,0.0
20090103:0700,0.0,0.0,0.0
20090103:0800,18.0,85.68,14.0
20090103:0900,89.6,224.14,52.55
20090103:1000,231.0,644.96,68.0
20090103:1100,182.5,274.4,99.35
20090103:1200,299.0,706.61,78.0
20090103:1300,172.6,297.94,88.8
20090103:1400,179.0,541.06,65.0
20090103:1500,47.95,164.85,30.5
20090103:1600,0.0,0.0,0.0
20090103:1700,0.0,0.0,0.0
20090103:1800,0.0,0.0,0.0
20090103:1900,0.0,0.0,0.0
20090103:2000,0.0,0.0,0.0
20090103:2100,0.0,0.0,0.0
20090103:2200,0.0,0.0,0.0
20090103:2300,0.0,0.0,0.0
20090104:0000,0.0,0.0,0.0
20090104:0100,0.0,0.0,0.0
20090104:0200,0.0,0.0,0.0
20090104:0300,0.0,0.0,0.0
20090104:0400,0.0,0.0,0.0
20090104:0500,0.0,0.0,0.0
20090104:0600,0.0,0.0,0.0
20090104:0700,0.0,0.0,0.0
20090104:0800,15.0,42.37,13.0
20090104:0900,79.35,149.01,54.6
20090104:1000,217.0,520.0,85.0
20090104:1100,171.65,251.42,95.1
20090104:1200,217.0,216.21,149.0
20090104:1300,136.3,178.09,85.85
20090104:1400,141.0,220.72,94.0
20090104:1500,42.35,114.55,29.95
20090104:1600,0.0,0.0,0.0
20090104:1700,0.0,0.0,0.0
20090104:1800,0.0,0.0,0.0
20090104:1900,0.0,0.0,0.0
20090104:2000,0.0,0.0,0.0
20090104:2100,0.0,0.0,0.0
20090104:2200,0.0,0.0,0.0
20090104:2300,0.0,0.0,0.0
20090105:0000,0.0,0.0,0.0
20090105:0100,0.0,0.0,0.0
20090105:0200,0.0,0.0,0.0
20090105:0300,0.0,0.0,0.0
20090105:0400,0.0,0.0,0.0
20090105:0500,0.0,0.0,0.0
20090105:0600,0.0,0.0,0.0
20090105:0700,0.0,0.0,0.0
20090105:0800,16.0,41.81,14.0
20090105:0900,77.0,141.0,53.45
20090105:1000,63.0,0.0,63.0
20090105:1100,171.3,230.69,100.7
20090105:1200,51.0,0.0,51.0
20090105:1300,130.15,166.94,82.5
20090105:1400,82.0,13.93,79.0
20090105:1500,40.1,97.98,29.25
20090105:1600,0.0,0.0,0.0
20090105:1700,0.0,0.0,0.0
20090105:1800,0.0,0.0,0.0
20090105:1900,0.0,0.0,0.0
20090105:2000,0.0,0.0,0.0
20090105:2100,0.0,0.0,0.0
20090105:2200,0.0,0.0,0.0
20090105:2300,0.0,0.0,0.0
20090106:0000,0.0,0.0,0.0
20090106:0100,0.0,0.0,0.0
20090106:0200,0.0,0.0,0.0
20090106:0300,0.0,0.0,0.0
20090106:0400,0.0,0.0,0.0
20090106:0500,0.0,0.0,0.0
20090106:0600,0.0,0.0,0.0
20090106:0700,0.0,0.0,0.0
20090106:0800,9.0,0.0,9.0
20090106:0900,77.45,134.76,54.8
20090106:1000,81.0,3.9,80.0
20090106:1100,164.1,179.22,108.95
20090106:1200,96.0,0.0,96.0
20090106:1300,123.25,134.35,84.6
20090106:1400,168.0,385.77,84.0
20090106:1500,43.55,102.8,31.9
20090106:1600,0.0,0.0,0.0
20090106:1700,0.0,0.0,0.0
20090106:1800,0.0,0.0,0.0
20090106:1900,0.0,0.0,0.0
20090106:2000,0.0,0.0,0.0
20090106:2100,0.0,0.0,0.0
20090106:2200,0.0,0.0,0.0
20090106:2300,0.0,0.0,0.0
20090107:0000,0.0,0.0,0.0
20090107:0100,0.0,0.0,0.0
20090107:0200,0.0,0.0,0.0
20090107:0300,0.0,0.0,0.0
20090107:0400,0.0,0.0,0.0
20090107:0500,0.0,0.0,0.0
20090107:0600,0.0,0.0,0.0
20090107:0700,0.0,0.0,0.0
20090107:0800,4.0,0.0,4.0
20090107:0900,78.2,131.76,55.9
20090107:1000,160.0,155.07,120.0
20090107:1100,152.65,157.17,104.0
20090107:1200,205.0,159.14,154.0
20090107:1300,121.55,123.08,85.85
20090107:1400,144.0,208.79,98.0
20090107:1500,43.95,96.1,32.8
20090107:1600,0.0,0.0,0.0
20090107:1700,0.0,0.0,0.0
20090107:1800,0.0,0.0,0.0
20090107:1900,0.0,0.0,0.0
20090107:2000,0.0,0.0,0.0
20090107:2100,0.0,0.0,0.0
20090107:2200,0.0,0.0,0.0
20090107:2300,0.0,0.0,0.0
20090108:0000,0.0,0.0,0.0
20090108:0100,0.0,0.0,0.0
20090108:0200,0.0,0.0,0.0
20090108:0300,0.0,0.0,0.0
20090108:0400,0.0,0.0,0.0
20090108:0500,0.0,0.0,0.0
20090108:0600,0.0,0.0,0.0
20090108:0700,0.0,0.0,0.0
20090108:0800,21.0,99.1,16.0
20090108:0900,78.45,116.4,58.6
20090108:1000,218.0,485.44,92.0
20090108:1100,161.8,201.47,99.05
20090108:1200,277.0,486.51,120.0
20090108:1300,139.3,158.27,93.0
20090108:1400,182.0,466.4,78.0
20090108:1500,47.15,100.16,35.25
20090108:1600,0.0,0.0,0.0
20090108:1700,0.0,0.0,0.0
20090108:1800,0.0,0.0,0.0
20090108:1900,0.0,0.0,0.0
20090108:2000,0.0,0.0,0.0
20090108:2100,0.0,0.0,0.0
20090108:2200,0.0,0.0,0.0
20090108:2300,0.0,0.0,0.0
20090109:0000,0.0,0.0,0.0
20090109:0100,0.0,0.0,0.0
20090109:0200,0.0,0.0,0.0
20090109:0300,0.0,0.0,0.0
20090109:0400,0.0,0.0,0.0
20090109:0500,0.0,0.0,0.0
20090109:0600,0.0,0.0,0.0
20090109:0700,0.0,0.0,0.0
20090109:0800,23.0,135.75,16.0
20090109:0900,73.4,95.67,56.95
20090109:1000,231.0,577.9,80.0
20090109:1100,148.85,186.91,90.25
20090109:1200,302.0,639.9,94.0
20090109:1300,137.9,143.67,95.5
20090109:1400,192.0,535.97,71.0
20090109:1500,44.55,81.76,34.6
20090109:1600,0.0,0.0,0.0
20090109:1700,0.0,0.0,0.0
20090109:1800,0.0,0.0,0.0
20090109:1900,0.0,0.0,0.0
20090109:2000,0.0,0.0,0.0
20090109:2100,0.0,0.0,0.0
20090109:2200,0.0,0.0,0.0
20090109:2300,0.0,0.0,0.0
20090110:0000,0.0,0.0,0.0
20090110:0100,0.0,0.0,0.0
20090110:0200,0.0,0.0,0.0
20090110:0300,0.0,0.0,0.0
