time(UTC),GHI,DNI,DHI
20100101:0000,0.0,0.0,0.0
20100101:0100,0.0,0.0,0.0
20100101:0200,0.0,0.0,0.0
20100101:0300,0.0,0.0,0.0
20100101:0400,0.0,0.0,0.0
20100101:0500,0.0,0.0,0.0
20100101:0600,0.0,0.0,0.0
20100101:0700,0.0,0.0,0.0
20100101:0800,38.0,82.52,31.0
20100101:0900,22.0,0.0,22.0
20100101:1000,174.0,78.42,149.0
20100101:1100,150.0,10.55,146.0
20100101:1200,229.0,93.67,192.0
20100101:1300,103.0,0.0,103.0
20100101:1400,163.0,92.14,136.0
20100101:1500,83.0,49.45,74.0
20100101:1600,0.0,0.0,0.0
20100101:1700,0.0,0.0,0.0
20100101:1800,0.0,0.0,0.0
20100101:1900,0.0,0.0,0.0
20100101:2000,0.0,0.0,0.0
20100101:2100,0.0,0.0,0.0
20100101:2200,0.0,0.0,0.0
20100101:2300,0.0,0.0,0.0
20100102:0000,0.0,0.0,0.0
20100102:0100,0.0,0.0,0.0
20100102:0200,0.0,0.0,0.0
20100102:0300,0.0,0.0,0.0
20100102:0400,0.0,0.0,0.0
20100102:0500,0.0,0.0,0.0
20100102:0600,0.0,0.0,0.0
20100102:0700,0.0,0.0,0.0
20100102:0800,10.0,0.0,10.0
20100102:0900,37.0,0.0,37.0
20100102:1000,66.0,0.0,66.0
20100102:1100,62.0,0.0,62.0
20100102:1200,148.0,5.04,146.0
20100102:1300,262.0,234.06,176.0
20100102:1400,233.0,379.62,121.0
20100102:1500,108.0,152.01,80.0
20100102:1600,11.0,0.0,11.0
20100102:1700,0.0,0.0,0.0
20100102:1800,0.0,0.0,0.0
20100102:1900,0.0,0.0,0.0
20100102:2000,0.0,0.0,0.0
20100102:2100,0.0,0.0,0.0
20100102:2200,0.0,0.0,0.0
20100102:2300,0.0,0.0,0.0
20100103:0000,0.0,0.0,0.0
20100103:0100,0.0,0.0,0.0
20100103:0200,0.0,0.0,0.0
20100103:0300,0.0,0.0,0.0
20100103:0400,0.0,0.0,0.0
20100103:0500,0.0,0.0,0.0
20100103:0600,0.0,0.0,0.0
20100103:0700,0.0,0.0,0.0
20100103:0800,41.0,105.75,32.0
20100103:0900,93.0,27.35,87.0
20100103:1000,96.0,0.0,96.0
20100103:1100,77.0,0.0,77.0
20100103:1200,103.0,0.0,103.0
20100103:1300,179.0,40.62,164.0
20100103:1400,107.0,6.73,105.0
20100103:1500,64.0,10.72,62.0
20100103:1600,11.0,0.0,11.0
20100103:1700,0.0,0.0,0.0
20100103:1800,0.0,0.0,0.0
20100103:1900,0.0,0.0,0.0
20100103:2000,0.0,0.0,0.0
20100103:2100,0.0,0.0,0.0
20100103:2200,0.0,0.0,0.0
20100103:2300,0.0,0.0,0.0
20100104:0000,0.0,0.0,0.0
20100104:0100,0.0,0.0,0.0
20100104:0200,0.0,0.0,0.0
20100104:0300,0.0,0.0,0.0
20100104:0400,0.0,0.0,0.0
20100104:0500,0.0,0.0,0.0
20100104:0600,0.0,0.0,0.0
20100104:0700,0.0,0.0,0.0
20100104:0800,36.0,58.54,31.0
20100104:0900,110.0,63.65,96.0
20100104:1000,147.0,31.12,137.0
20100104:1100,167.0,20.91,159.0
20100104:1200,153.0,7.51,150.0
20100104:1300,94.0,0.0,94.0
20100104:1400,133.0,26.72,125.0
20100104:1500,102.0,105.89,82.0
20100104:1600,11.0,0.0,11.0
20100104:1700,0.0,0.0,0.0
20100104:1800,0.0,0.0,0.0
20100104:1900,0.0,0.0,0.0
20100104:2000,0.0,0.0,0.0
20100104:2100,0.0,0.0,0.0
20100104:2200,0.0,0.0,0.0
20100104:2300,0.0,0.0,0.0
20100105:0000,0.0,0.0,0.0
20100105:0100,0.0,0.0,0.0
20100105:0200,0.0,0.0,0.0
20100105:0300,0.0,0.0,0.0
20100105:0400,0.0,0.0,0.0
20100105:0500,0.0,0.0,0.0
20100105:0600,0.0,0.0,0.0
20100105:0700,0.0,0.0,0.0
20100105:0800,47.0,174.76,32.0
20100105:0900,46.0,0.0,46.0
20100105:1000,126.0,9.3,123.0
20100105:1100,119.0,0.0,119.0
20100105:1200,106.0,0.0,106.0
20100105:1300,143.0,8.04,140.0
20100105:1400,101.0,3.31,100.0
20100105:1500,106.0,114.97,84.0
20100105:1600,18.0,60.13,15.0
20100105:1700,0.0,0.0,0.0
20100105:1800,0.0,0.0,0.0
20100105:1900,0.0,0.0,0.0
20100105:2000,0.0,0.0,0.0
20100105:2100,0.0,0.0,0.0
20100105:2200,0.0,0.0,0.0
20100105:2300,0.0,0.0,0.0
20100106:0000,0.0,0.0,0.0
20100106:0100,0.0,0.0,0.0
20100106:0200,0.0,0.0,0.0
20100106:0300,0.0,0.0,0.0
20100106:0400,0.0,0.0,0.0
20100106:0500,0.0,0.0,0.0
20100106:0600,0.0,0.0,0.0
20100106:0700,0.0,0.0,0.0
20100106:0800,58.0,370.53,26.0
20100106:0900,199.0,654.49,54.0
20100106:1000,314.0,747.8,72.0
20100106:1100,391.0,827.26,72.0
20100106:1200,78.0,0.0,78.0
20100106:1300,181.0,37.28,167.0
20100106:1400,187.0,141.41,144.0
20100106:1500,150.0,422.82,68.0
20100106:1600,28.0,247.41,15.0
20100106:1700,0.0,0.0,0.0
20100106:1800,0.0,0.0,0.0
20100106:1900,0.0,0.0,0.0
20100106:2000,0.0,0.0,0.0
20100106:2100,0.0,0.0,0.0
20100106:2200,0.0,0.0,0.0
20100106:2300,0.0,0.0,0.0
20100107:0000,0.0,0.0,0.0
20100107:0100,0.0,0.0,0.0
20100107:0200,0.0,0.0,0.0
20100107:0300,0.0,0.0,0.0
20100107:0400,0.0,0.0,0.0
20100107:0500,0.0,0.0,0.0
20100107:0600,0.0,0.0,0.0
20100107:0700,0.0,0.0,0.0
20100107:0800,55.0,298.82,29.0
20100107:0900,106.0,49.43,95.0
20100107:1000,137.0,18.47,131.0
20100107:1100,239.0,123.94,191.0
20100107:1200,267.0,162.84,201.0
20100107:1300,163.0,18.53,156.0
20100107:1400,78.0,0.0,78.0
20100107:1500,58.0,0.0,58.0
20100107:1600,11.0,0.0,11.0
20100107:1700,0.0,0.0,0.0
20100107:1800,0.0,0.0,0.0
20100107:1900,0.0,0.0,0.0
20100107:2000,0.0,0.0,0.0
20100107:2100,0.0,0.0,0.0
20100107:2200,0.0,0.0,0.0
20100107:2300,0.0,0.0,0.0
20100108:0000,0.0,0.0,0.0
20100108:0100,0.0,0.0,0.0
20100108:0200,0.0,0.0,0.0
20100108:0300,0.0,0.0,0.0
20100108:0400,0.0,0.0,0.0
20100108:0500,0.0,0.0,0.0
20100108:0600,0.0,0.0,0.0
20100108:0700,0.0,0.0,0.0
20100108:0800,27.0,11.39,26.0
20100108:0900,123.0,98.39,101.0
20100108:1000,212.0,168.52,157.0
20100108:1100,210.0,66.83,184.0
20100108:1200,58.0,0.0,58.0
20100108:1300,195.0,52.6,175.0
20100108:1400,139.0,29.1,130.0
20100108:1500,138.0,280.89,82.0
20100108:1600,22.0,68.86,18.0
20100108:1700,0.0,0.0,0.0
20100108:1800,0.0,0.0,0.0
20100108:1900,0.0,0.0,0.0
20100108:2000,0.0,0.0,0.0
20100108:2100,0.0,0.0,0.0
20100108:2200,0.0,0.0,0.0
20100108:2300,0.0,0.0,0.0
20100109:0000,0.0,0.0,0.0
20100109:0100,0.0,0.0,0.0
20100109:0200,0.0,0.0,0.0
20100109:0300,0.0,0.0,0.0
20100109:0400,0.0,0.0,0.0
20100109:0500,0.0,0.0,0.0
20100109:0600,0.0,0.0,0.0
20100109:0700,0.0,0.0,0.0
20100109:0800,34.0,33.84,31.0
20100109:0900,53.0,0.0,53.0
20100109:1000,100.0,0.0,100.0
20100109:1100,79.0,0.0,79.0
20100109:1200,77.0,0.0,77.0
20100109:1300,96.0,0.0,96.0
20100109:1400,78.0,0.0,78.0
20100109:1500,78.0,19.78,74.0
20100109:1600,20.0,32.79,18.0
20100109:1700,0.0,0.0,0.0
20100109:1800,0.0,0.0,0.0
20100109:1900,0.0,0.0,0.0
20100109:2000,0.0,0.0,0.0
20100109:2100,0.0,0.0,0.0
20100109:2200,0.0,0.0,0.0
20100109:2300,0.0,0.0,0.0
20100110:0000,0.0,0.0,0.0
20100110:0100,0.0,0.0,0.0
20100110:0200,0.0,0.0,0.0
20100110:0300,0.0,0.0,0.0
20100110:0400,0.0,0.0,0.0
20100110:0500,0.0,0.0,0.0
20100110:0600,0.0,0.0,0.0
20100110:0700,0.0,0.0,0.0
20100110:0800,35.0,44.63,31.0
20100110:0900,148.0,207.85,101.0
20100110:1000,87.0,0.0,87.0
20100110:1100,152.0,7.63,149.0
20100110:1200,116.0,0.0,116.0
20100110:1300,134.0,2.6,133.0
20100110:1400,100.0,0.0,100.0
20100110:1500,88.0,34.12,81.0
20100110:1600,37.0,312.67,17.0
20100110:1700,0.0,0.0,0.0
20100110:1800,0.0,0.0,0.0
20100110:1900,0.0,0.0,0.0
20100110:2000,0.0,0.0,0.0
20100110:2100,0.0,0.0,0.0
20100110:2200,0.0,0.0,0.0
20100110:2300,0.0,0.0,0.0
20100111:0000,0.0,0.0,0.0
20100111:0100,0.0,0.0,0.0
20100111:0200,0.0,0.0,0.0
20100111:0300,0.0,0.0,0.0
20100111:0400,0.0,0.0,0.0
20100111:0500,0.0,0.0,0.0
20100111:0600,0.0,0.0,0.0
20100111:0700,0.0,0.0,0.0
20100111:0800,49.0,154.3,35.0
20100111:0900,131.0,123.05,103.0
20100111:1000,235.0,241.42,155.0
20100111:1100,216.0,70.86,188.0
20100111:1200,265.0,142.36,206.0
20100111:1300,266.0,198.44,189.0
20100111:1400,209.0,182.57,151.0
20100111:1500,151.0,326.62,83.0
20100111:1600,35.0,193.98,22.0
20100111:1700,0.0,0.0,0.0
20100111:1800,0.0,0.0,0.0
