time(UTC),GHI,DNI,DHI
20100101:0000,0.0,0.0,0.0
20100101:0100,0.0,0.0,0.0
20100101:0200,0.0,0.0,0.0
20100101:0300,0.0,0.0,0.0
20100101:0400,0.0,0.0,0.0
20100101:0500,0.0,0.0,0.0
20100101:0600,0.0,0.0,0.0
20100101:0700,0.0,0.0,0.0
20100101:0800,29.0,175.28,19.0
20100101:0900,127.0,384.55,62.0
20100101:1000,153.0,152.49,115.0
20100101:1100,100.0,3.42,99.0
20100101:1200,34.0,0.0,34.0
20100101:1300,50.0,0.0,50.0
20100101:1400,40.0,0.0,40.0
20100101:1500,21.0,13.61,20.0
20100101:1600,0.0,0.0,0.0
20100101:1700,0.0,0.0,0.0
20100101:1800,0.0,0.0,0.0
20100101:1900,0.0,0.0,0.0
20100101:2000,0.0,0.0,0.0
20100101:2100,0.0,0.0,0.0
20100101:2200,0.0,0.0,0.0
20100101:2300,0.0,0.0,0.0
20100102:0000,0.0,0.0,0.0
20100102:0100,0.0,0.0,0.0
20100102:0200,0.0,0.0,0.0
20100102:0300,0.0,0.0,0.0
20100102:0400,0.0,0.0,0.0
20100102:0500,0.0,0.0,0.0
20100102:0600,0.0,0.0,0.0
20100102:0700,0.0,0.0,0.0
20100102:0800,21.0,52.27,18.0
20100102:0900,87.0,88.42,72.0
20100102:1000,42.0,0.0,42.0
20100102:1100,155.0,68.18,135.0
20100102:1200,81.0,0.0,81.0
20100102:1300,118.0,34.76,109.0
20100102:1400,47.0,0.0,47.0
20100102:1500,20.0,13.22,19.0
20100102:1600,0.0,0.0,0.0
20100102:1700,0.0,0.0,0.0
20100102:1800,0.0,0.0,0.0
20100102:1900,0.0,0.0,0.0
20100102:2000,0.0,0.0,0.0
20100102:2100,0.0,0.0,0.0
20100102:2200,0.0,0.0,0.0
20100102:2300,0.0,0.0,0.0
20100103:0000,0.0,0.0,0.0
20100103:0100,0.0,0.0,0.0
20100103:0200,0.0,0.0,0.0
20100103:0300,0.0,0.0,0.0
20100103:0400,0.0,0.0,0.0
20100103:0500,0.0,0.0,0.0
20100103:0600,0.0,0.0,0.0
20100103:0700,0.0,0.0,0.0
20100103:0800,19.0,34.57,17.0
20100103:0900,68.0,23.47,64.0
20100103:1000,58.0,0.0,58.0
20100103:1100,87.0,0.0,87.0
20100103:1200,60.0,0.0,60.0
20100103:1300,79.0,0.0,79.0
20100103:1400,130.0,285.22,77.0
20100103:1500,42.0,192.42,27.0
20100103:1600,0.0,0.0,0.0
20100103:1700,0.0,0.0,0.0
20100103:1800,0.0,0.0,0.0
20100103:1900,0.0,0.0,0.0
20100103:2000,0.0,0.0,0.0
20100103:2100,0.0,0.0,0.0
20100103:2200,0.0,0.0,0.0
20100103:2300,0.0,0.0,0.0
20100104:0000,0.0,0.0,0.0
20100104:0100,0.0,0.0,0.0
20100104:0200,0.0,0.0,0.0
20100104:0300,0.0,0.0,0.0
20100104:0400,0.0,0.0,0.0
20100104:0500,0.0,0.0,0.0
20100104:0600,0.0,0.0,0.0
20100104:0700,0.0,0.0,0.0
20100104:0800,31.0,222.47,18.0
20100104:0900,140.0,513.82,52.0
20100104:1000,220.0,554.74,80.0
20100104:1100,267.0,590.77,92.0
20100104:1200,258.0,500.29,108.0
20100104:1300,199.0,334.67,111.0
20100104:1400,158.0,552.93,54.0
20100104:1500,47.0,248.89,27.0
20100104:1600,0.0,0.0,0.0
20100104:1700,0.0,0.0,0.0
20100104:1800,0.0,0.0,0.0
20100104:1900,0.0,0.0,0.0
20100104:2000,0.0,0.0,0.0
20100104:2100,0.0,0.0,0.0
20100104:2200,0.0,0.0,0.0
20100104:2300,0.0,0.0,0.0
20100105:0000,0.0,0.0,0.0
20100105:0100,0.0,0.0,0.0
20100105:0200,0.0,0.0,0.0
20100105:0300,0.0,0.0,0.0
20100105:0400,0.0,0.0,0.0
20100105:0500,0.0,0.0,0.0
20100105:0600,0.0,0.0,0.0
20100105:0700,0.0,0.0,0.0
20100105:0800,14.0,0.0,14.0
20100105:0900,24.0,0.0,24.0
20100105:1000,91.0,7.88,89.0
20100105:1100,114.0,10.07,111.0
20100105:1200,103.0,3.31,102.0
20100105:1300,92.0,3.77,91.0
20100105:1400,87.0,47.25,78.0
20100105:1500,32.0,48.27,28.0
20100105:1600,0.0,0.0,0.0
20100105:1700,0.0,0.0,0.0
20100105:1800,0.0,0.0,0.0
20100105:1900,0.0,0.0,0.0
20100105:2000,0.0,0.0,0.0
20100105:2100,0.0,0.0,0.0
20100105:2200,0.0,0.0,0.0
20100105:2300,0.0,0.0,0.0
20100106:0000,0.0,0.0,0.0
20100106:0100,0.0,0.0,0.0
20100106:0200,0.0,0.0,0.0
20100106:0300,0.0,0.0,0.0
20100106:0400,0.0,0.0,0.0
20100106:0500,0.0,0.0,0.0
20100106:0600,0.0,0.0,0.0
20100106:0700,0.0,0.0,0.0
20100106:0800,33.0,233.5,19.0
20100106:0900,149.0,599.85,45.0
20100106:1000,237.0,689.89,61.0
20100106:1100,229.0,327.11,131.0
20100106:1200,118.0,9.88,115.0
20100106:1300,136.0,63.57,119.0
20100106:1400,79.0,25.91,74.0
20100106:1500,12.0,0.0,12.0
20100106:1600,0.0,0.0,0.0
20100106:1700,0.0,0.0,0.0
20100106:1800,0.0,0.0,0.0
20100106:1900,0.0,0.0,0.0
20100106:2000,0.0,0.0,0.0
20100106:2100,0.0,0.0,0.0
20100106:2200,0.0,0.0,0.0
20100106:2300,0.0,0.0,0.0
20100107:0000,0.0,0.0,0.0
20100107:0100,0.0,0.0,0.0
20100107:0200,0.0,0.0,0.0
20100107:0300,0.0,0.0,0.0
20100107:0400,0.0,0.0,0.0
20100107:0500,0.0,0.0,0.0
20100107:0600,0.0,0.0,0.0
20100107:0700,0.0,0.0,0.0
20100107:0800,25.0,82.1,20.0
20100107:0900,115.0,234.8,74.0
20100107:1000,153.0,132.47,119.0
20100107:1100,228.0,311.81,134.0
20100107:1200,182.0,117.67,146.0
20100107:1300,106.0,14.82,102.0
20100107:1400,86.0,35.8,79.0
20100107:1500,36.0,56.71,31.0
20100107:1600,0.0,0.0,0.0
20100107:1700,0.0,0.0,0.0
20100107:1800,0.0,0.0,0.0
20100107:1900,0.0,0.0,0.0
20100107:2000,0.0,0.0,0.0
20100107:2100,0.0,0.0,0.0
20100107:2200,0.0,0.0,0.0
20100107:2300,0.0,0.0,0.0
20100108:0000,0.0,0.0,0.0
20100108:0100,0.0,0.0,0.0
20100108:0200,0.0,0.0,0.0
20100108:0300,0.0,0.0,0.0
20100108:0400,0.0,0.0,0.0
20100108:0500,0.0,0.0,0.0
20100108:0600,0.0,0.0,0.0
20100108:0700,0.0,0.0,0.0
20100108:0800,39.0,371.19,16.0
20100108:0900,129.0,346.63,68.0
20100108:1000,246.0,743.18,54.0
20100108:1100,283.0,655.78,84.0
20100108:1200,294.0,713.76,74.0
20100108:1300,252.0,664.61,71.0
20100108:1400,171.0,590.21,54.0
20100108:1500,49.0,175.89,33.0
20100108:1600,0.0,0.0,0.0
20100108:1700,0.0,0.0,0.0
20100108:1800,0.0,0.0,0.0
20100108:1900,0.0,0.0,0.0
20100108:2000,0.0,0.0,0.0
20100108:2100,0.0,0.0,0.0
20100108:2200,0.0,0.0,0.0
20100108:2300,0.0,0.0,0.0
20100109:0000,0.0,0.0,0.0
20100109:0100,0.0,0.0,0.0
20100109:0200,0.0,0.0,0.0
20100109:0300,0.0,0.0,0.0
20100109:0400,0.0,0.0,0.0
20100109:0500,0.0,0.0,0.0
20100109:0600,0.0,0.0,0.0
20100109:0700,0.0,0.0,0.0
20100109:0800,30.0,126.69,22.0
20100109:0900,91.0,84.52,76.0
20100109:1000,172.0,196.04,121.0
20100109:1100,110.0,6.55,108.0
20100109:1200,190.0,131.99,149.0
20100109:1300,127.0,36.37,117.0
20100109:1400,63.0,4.97,62.0
20100109:1500,26.0,10.65,25.0
20100109:1600,0.0,0.0,0.0
20100109:1700,0.0,0.0,0.0
20100109:1800,0.0,0.0,0.0
20100109:1900,0.0,0.0,0.0
20100109:2000,0.0,0.0,0.0
20100109:2100,0.0,0.0,0.0
20100109:2200,0.0,0.0,0.0
20100109:2300,0.0,0.0,0.0
20100110:0000,0.0,0.0,0.0
20100110:0100,0.0,0.0,0.0
20100110:0200,0.0,0.0,0.0
20100110:0300,0.0,0.0,0.0
20100110:0400,0.0,0.0,0.0
20100110:0500,0.0,0.0,0.0
20100110:0600,0.0,0.0,0.0
20100110:0700,0.0,0.0,0.0
20100110:0800,26.0,77.58,21.0
20100110:0900,77.0,39.09,70.0
20100110:1000,128.0,49.61,115.0
20100110:1100,150.0,45.48,136.0
20100110:1200,96.0,0.0,96.0
20100110:1300,87.0,3.6,86.0
20100110:1400,78.0,14.71,75.0
20100110:1500,31.0,10.33,30.0
20100110:1600,0.0,0.0,0.0
20100110:1700,0.0,0.0,0.0
20100110:1800,0.0,0.0,0.0
20100110:1900,0.0,0.0,0.0
20100110:2000,0.0,0.0,0.0
20100110:2100,0.0,0.0,0.0
20100110:2200,0.0,0.0,0.0
20100110:2300,0.0,0.0,0.0
20100111:0000,0.0,0.0,0.0
20100111:0100,0.0,0.0,0.0
20100111:0200,0.0,0.0,0.0
20100111:0300,0.0,0.0,0.0
20100111:0400,0.0,0.0,0.0
20100111:0500,0.0,0.0,0.0
20100111:0600,0.0,0.0,0.0
20100111:0700,0.0,0.0,0.0
20100111:0800,24.0,45.55,21.0
20100111:0900,80.0,38.72,73.0
20100111:1000,88.0,3.79,87.0
20100111:1100,118.0,9.67,115.0
20100111:1200,122.0,9.5,119.0
20100111:1300,96.0,3.56,95.0
20100111:1400,79.0,14.5,76.0
20100111:1500,41.0,50.04,36.0
20100111:1600,0.0,0.0,0.0
20100111:1700,0.0,0.0,0.0
20100111:1800,0.0,0.0,0.0
