time(UTC),GHI,DNI,DHI
20110101:0000,0.0,0.0,0.0
20110101:0100,0.0,0.0,0.0
20110101:0200,0.0,0.0,0.0
20110101:0300,0.0,0.0,0.0
20110101:0400,0.0,0.0,0.0
20110101:0500,0.0,0.0,0.0
20110101:0600,0.0,0.0,0.0
20110101:0700,0.0,0.0,0.0
20110101:0800,10.0,0.0,10.0
20110101:0900,30.0,0.0,30.0
20110101:1000,80.0,0.0,80.0
20110101:1100,110.0,0.0,110.0
20110101:1200,158.0,19.44,151.0
20110101:1300,211.0,184.51,153.0
20110101:1400,84.0,0.0,84.0
20110101:1500,34.0,0.0,34.0
20110101:1600,0.0,0.0,0.0
20110101:1700,0.0,0.0,0.0
20110101:1800,0.0,0.0,0.0
20110101:1900,0.0,0.0,0.0
20110101:2000,0.0,0.0,0.0
20110101:2100,0.0,0.0,0.0
20110101:2200,0.0,0.0,0.0
20110101:2300,0.0,0.0,0.0
20110102:0000,0.0,0.0,0.0
20110102:0100,0.0,0.0,0.0
20110102:0200,0.0,0.0,0.0
20110102:0300,0.0,0.0,0.0
20110102:0400,0.0,0.0,0.0
20110102:0500,0.0,0.0,0.0
20110102:0600,0.0,0.0,0.0
20110102:0700,0.0,0.0,0.0
20110102:0800,13.0,0.0,13.0
20110102:0900,45.0,0.0,45.0
20110102:1000,61.0,0.0,61.0
20110102:1100,113.0,0.0,113.0
20110102:1200,118.0,0.0,118.0
20110102:1300,178.0,82.23,152.0
20110102:1400,103.0,0.0,103.0
20110102:1500,39.0,0.0,39.0
20110102:1600,0.0,0.0,0.0
20110102:1700,0.0,0.0,0.0
20110102:1800,0.0,0.0,0.0
20110102:1900,0.0,0.0,0.0
20110102:2000,0.0,0.0,0.0
20110102:2100,0.0,0.0,0.0
20110102:2200,0.0,0.0,0.0
20110102:2300,0.0,0.0,0.0
20110103:0000,0.0,0.0,0.0
20110103:0100,0.0,0.0,0.0
20110103:0200,0.0,0.0,0.0
20110103:0300,0.0,0.0,0.0
20110103:0400,0.0,0.0,0.0
20110103:0500,0.0,0.0,0.0
20110103:0600,0.0,0.0,0.0
20110103:0700,0.0,0.0,0.0
20110103:0800,12.0,0.0,12.0
20110103:0900,54.0,0.0,54.0
20110103:1000,56.0,0.0,56.0
20110103:1100,111.0,0.0,111.0
20110103:1200,119.0,0.0,119.0
20110103:1300,191.0,113.15,155.0
20110103:1400,94.0,0.0,94.0
20110103:1500,42.0,0.0,42.0
20110103:1600,0.0,0.0,0.0
20110103:1700,0.0,0.0,0.0
20110103:1800,0.0,0.0,0.0
20110103:1900,0.0,0.0,0.0
20110103:2000,0.0,0.0,0.0
