time(UTC),GHI,DNI,DHI
20100101:0000,0.0,0.0,0.0
20100101:0100,0.0,0.0,0.0
20100101:0200,0.0,0.0,0.0
20100101:0300,0.0,0.0,0.0
20100101:0400,0.0,0.0,0.0
20100101:0500,0.0,0.0,0.0
20100101:0600,0.0,0.0,0.0
20100101:0700,0.0,0.0,0.0
20100101:0800,7.0,0.0,7.0
20100101:0900,30.0,0.0,30.0
20100101:1000,71.0,0.0,71.0
20100101:1100,78.0,0.0,78.0
20100101:1200,62.0,0.0,62.0
20100101:1300,122.0,20.74,116.0
20100101:1400,55.0,0.0,55.0
20100101:1500,30.0,9.61,29.0
20100101:1600,0.0,0.0,0.0
20100101:1700,0.0,0.0,0.0
20100101:1800,0.0,0.0,0.0
20100101:1900,0.0,0.0,0.0
20100101:2000,0.0,0.0,0.0
20100101:2100,0.0,0.0,0.0
20100101:2200,0.0,0.0,0.0
20100101:2300,0.0,0.0,0.0
20100102:0000,0.0,0.0,0.0
20100102:0100,0.0,0.0,0.0
20100102:0200,0.0,0.0,0.0
20100102:0300,0.0,0.0,0.0
20100102:0400,0.0,0.0,0.0
20100102:0500,0.0,0.0,0.0
20100102:0600,0.0,0.0,0.0
20100102:0700,0.0,0.0,0.0
20100102:0800,38.0,204.59,24.0
20100102:0900,154.0,508.4,59.0
20100102:1000,251.0,644.98,75.0
20100102:1100,303.0,673.69,87.0
20100102:1200,325.0,801.6,63.0
20100102:1300,243.0,453.43,111.0
20100102:1400,187.0,579.05,62.0
20100102:1500,62.0,197.67,41.0
20100102:1600,0.0,0.0,0.0
20100102:1700,0.0,0.0,0.0
20100102:1800,0.0,0.0,0.0
20100102:1900,0.0,0.0,0.0
20100102:2000,0.0,0.0,0.0
20100102:2100,0.0,0.0,0.0
20100102:2200,0.0,0.0,0.0
20100102:2300,0.0,0.0,0.0
20100103:0000,0.0,0.0,0.0
20100103:0100,0.0,0.0,0.0
20100103:0200,0.0,0.0,0.0
20100103:0300,0.0,0.0,0.0
20100103:0400,0.0,0.0,0.0
20100103:0500,0.0,0.0,0.0
20100103:0600,0.0,0.0,0.0
20100103:0700,0.0,0.0,0.0
20100103:0800,32.0,101.72,25.0
20100103:0900,110.0,143.97,83.0
20100103:1000,161.0,116.84,129.0
20100103:1100,326.0,851.05,52.0
20100103:1200,312.0,678.86,89.0
20100103:1300,289.0,808.76,52.0
20100103:1400,189.0,582.52,62.0
20100103:1500,79.0,433.01,32.0
20100103:1600,0.0,0.0,0.0
20100103:1700,0.0,0.0,0.0
20100103:1800,0.0,0.0,0.0
20100103:1900,0.0,0.0,0.0
20100103:2000,0.0,0.0,0.0
20100103:2100,0.0,0.0,0.0
20100103:2200,0.0,0.0,0.0
20100103:2300,0.0,0.0,0.0
20100104:0000,0.0,0.0,0.0
20100104:0100,0.0,0.0,0.0
20100104:0200,0.0,0.0,0.0
20100104:0300,0.0,0.0,0.0
20100104:0400,0.0,0.0,0.0
20100104:0500,0.0,0.0,0.0
20100104:0600,0.0,0.0,0.0
20100104:0700,0.0,0.0,0.0
20100104:0800,24.0,28.85,22.0
20100104:0900,96.0,79.64,81.0
20100104:1000,94.0,3.64,93.0
20100104:1100,99.0,0.0,99.0
20100104:1200,96.0,0.0,96.0
20100104:1300,79.0,0.0,79.0
20100104:1400,70.0,4.54,69.0
20100104:1500,33.0,9.01,32.0
20100104:1600,0.0,0.0,0.0
20100104:1700,0.0,0.0,0.0
20100104:1800,0.0,0.0,0.0
20100104:1900,0.0,0.0,0.0
20100104:2000,0.0,0.0,0.0
20100104:2100,0.0,0.0,0.0
20100104:2200,0.0,0.0,0.0
20100104:2300,0.0,0.0,0.0
20100105:0000,0.0,0.0,0.0
20100105:0100,0.0,0.0,0.0
20100105:0200,0.0,0.0,0.0
20100105:0300,0.0,0.0,0.0
20100105:0400,0.0,0.0,0.0
20100105:0500,0.0,0.0,0.0
20100105:0600,0.0,0.0,0.0
20100105:0700,0.0,0.0,0.0
20100105:0800,39.0,214.46,24.0
20100105:0900,162.0,570.64,54.0
20100105:1000,259.0,684.16,70.0
20100105:1100,304.0,649.26,93.0
20100105:1200,323.0,734.62,79.0
20100105:1300,263.0,555.11,98.0
20100105:1400,194.0,583.89,64.0
20100105:1500,57.0,105.78,45.0
20100105:1600,0.0,0.0,0.0
20100105:1700,0.0,0.0,0.0
20100105:1800,0.0,0.0,0.0
20100105:1900,0.0,0.0,0.0
20100105:2000,0.0,0.0,0.0
20100105:2100,0.0,0.0,0.0
20100105:2200,0.0,0.0,0.0
20100105:2300,0.0,0.0,0.0
20100106:0000,0.0,0.0,0.0
20100106:0100,0.0,0.0,0.0
20100106:0200,0.0,0.0,0.0
20100106:0300,0.0,0.0,0.0
20100106:0400,0.0,0.0,0.0
20100106:0500,0.0,0.0,0.0
20100106:0600,0.0,0.0,0.0
20100106:0700,0.0,0.0,0.0
20100106:0800,36.0,155.62,25.0
20100106:0900,61.0,5.25,60.0
20100106:1000,168.0,133.28,131.0
20100106:1100,145.0,24.49,137.0
20100106:1200,147.0,23.94,139.0
20100106:1300,127.0,20.03,121.0
20100106:1400,22.0,0.0,22.0
20100106:1500,30.0,0.0,30.0
20100106:1600,0.0,0.0,0.0
20100106:1700,0.0,0.0,0.0
20100106:1800,0.0,0.0,0.0
20100106:1900,0.0,0.0,0.0
20100106:2000,0.0,0.0,0.0
20100106:2100,0.0,0.0,0.0
20100106:2200,0.0,0.0,0.0
20100106:2300,0.0,0.0,0.0
20100107:0000,0.0,0.0,0.0
20100107:0100,0.0,0.0,0.0
20100107:0200,0.0,0.0,0.0
20100107:0300,0.0,0.0,0.0
20100107:0400,0.0,0.0,0.0
20100107:0500,0.0,0.0,0.0
20100107:0600,0.0,0.0,0.0
20100107:0700,0.0,0.0,0.0
20100107:0800,22.0,13.98,21.0
20100107:0900,35.0,0.0,35.0
20100107:1000,39.0,0.0,39.0
20100107:1100,80.0,0.0,80.0
20100107:1200,75.0,0.0,75.0
20100107:1300,45.0,0.0,45.0
20100107:1400,81.0,8.78,79.0
20100107:1500,30.0,0.0,30.0
20100107:1600,0.0,0.0,0.0
20100107:1700,0.0,0.0,0.0
20100107:1800,0.0,0.0,0.0
20100107:1900,0.0,0.0,0.0
20100107:2000,0.0,0.0,0.0
20100107:2100,0.0,0.0,0.0
20100107:2200,0.0,0.0,0.0
20100107:2300,0.0,0.0,0.0
20100108:0000,0.0,0.0,0.0
20100108:0100,0.0,0.0,0.0
20100108:0200,0.0,0.0,0.0
20100108:0300,0.0,0.0,0.0
20100108:0400,0.0,0.0,0.0
20100108:0500,0.0,0.0,0.0
20100108:0600,0.0,0.0,0.0
20100108:0700,0.0,0.0,0.0
20100108:0800,23.0,13.79,22.0
20100108:0900,91.0,57.07,80.0
20100108:1000,142.0,56.99,126.0
20100108:1100,242.0,266.31,154.0
20100108:1200,117.0,2.95,116.0
20100108:1300,82.0,0.0,82.0
20100108:1400,78.0,4.34,77.0
20100108:1500,48.0,32.91,44.0
20100108:1600,0.0,0.0,0.0
20100108:1700,0.0,0.0,0.0
20100108:1800,0.0,0.0,0.0
20100108:1900,0.0,0.0,0.0
20100108:2000,0.0,0.0,0.0
20100108:2100,0.0,0.0,0.0
20100108:2200,0.0,0.0,0.0
20100108:2300,0.0,0.0,0.0
20100109:0000,0.0,0.0,0.0
20100109:0100,0.0,0.0,0.0
20100109:0200,0.0,0.0,0.0
20100109:0300,0.0,0.0,0.0
20100109:0400,0.0,0.0,0.0
20100109:0500,0.0,0.0,0.0
20100109:0600,0.0,0.0,0.0
20100109:0700,0.0,0.0,0.0
20100109:0800,37.0,135.84,27.0
20100109:0900,65.0,5.15,64.0
20100109:1000,69.0,0.0,69.0
20100109:1100,102.0,0.0,102.0
20100109:1200,76.0,0.0,76.0
20100109:1300,70.0,0.0,70.0
20100109:1400,52.0,0.0,52.0
20100109:1500,14.0,0.0,14.0
20100109:1600,0.0,0.0,0.0
20100109:1700,0.0,0.0,0.0
20100109:1800,0.0,0.0,0.0
20100109:1900,0.0,0.0,0.0
20100109:2000,0.0,0.0,0.0
20100109:2100,0.0,0.0,0.0
20100109:2200,0.0,0.0,0.0
20100109:2300,0.0,0.0,0.0
20100110:0000,0.0,0.0,0.0
20100110:0100,0.0,0.0,0.0
20100110:0200,0.0,0.0,0.0
20100110:0300,0.0,0.0,0.0
20100110:0400,0.0,0.0,0.0
20100110:0500,0.0,0.0,0.0
20100110:0600,0.0,0.0,0.0
20100110:0700,0.0,0.0,0.0
20100110:0800,23.0,13.36,22.0
20100110:0900,73.0,15.33,70.0
20100110:1000,73.0,0.0,73.0
20100110:1100,126.0,8.96,123.0
20100110:1200,86.0,0.0,86.0
20100110:1300,87.0,0.0,87.0
20100110:1400,82.0,8.47,80.0
20100110:1500,48.0,23.55,45.0
20100110:1600,0.0,0.0,0.0
20100110:1700,0.0,0.0,0.0
20100110:1800,0.0,0.0,0.0
20100110:1900,0.0,0.0,0.0
20100110:2000,0.0,0.0,0.0
20100110:2100,0.0,0.0,0.0
20100110:2200,0.0,0.0,0.0
20100110:2300,0.0,0.0,0.0
20100111:0000,0.0,0.0,0.0
20100111:0100,0.0,0.0,0.0
20100111:0200,0.0,0.0,0.0
20100111:0300,0.0,0.0,0.0
20100111:0400,0.0,0.0,0.0
20100111:0500,0.0,0.0,0.0
20100111:0600,0.0,0.0,0.0
20100111:0700,0.0,0.0,0.0
20100111:0800,27.0,39.39,24.0
20100111:0900,90.0,45.61,81.0
20100111:1000,106.0,6.99,104.0
20100111:1100,104.0,0.0,104.0
20100111:1200,116.0,2.89,115.0
20100111:1300,93.0,0.0,93.0
20100111:1400,73.0,0.0,73.0
20100111:1500,34.0,0.0,34.0
20100111:1600,0.0,0.0,0.0
20100111:1700,0.0,0.0,0.0
20100111:1800,0.0,0.0,0.0
