time(UTC),GHI,DNI,DHI
20110101:0000,0.0,0.0,0.0
20110101:0100,0.0,0.0,0.0
20110101:0200,0.0,0.0,0.0
20110101:0300,0.0,0.0,0.0
20110101:0400,0.0,0.0,0.0
20110101:0500,0.0,0.0,0.0
20110101:0600,0.0,0.0,0.0
20110101:0700,0.0,0.0,0.0
20110101:0800,38.0,165.53,26.0
20110101:0900,158.0,415.12,74.0
20110101:1000,254.0,484.07,109.0
20110101:1100,343.0,702.18,92.0
20110101:1200,321.0,478.31,143.0
20110101:1300,314.0,612.97,104.0
20110101:1400,228.0,491.09,95.0
20110101:1500,101.0,204.03,68.0
20110101:1600,0.0,0.0,0.0
20110101:1700,0.0,0.0,0.0
20110101:1800,0.0,0.0,0.0
20110101:1900,0.0,0.0,0.0
20110101:2000,0.0,0.0,0.0
20110101:2100,0.0,0.0,0.0
20110101:2200,0.0,0.0,0.0
20110101:2300,0.0,0.0,0.0
20110102:0000,0.0,0.0,0.0
20110102:0100,0.0,0.0,0.0
20110102:0200,0.0,0.0,0.0
20110102:0300,0.0,0.0,0.0
20110102:0400,0.0,0.0,0.0
20110102:0500,0.0,0.0,0.0
20110102:0600,0.0,0.0,0.0
20110102:0700,0.0,0.0,0.0
20110102:0800,23.0,13.77,22.0
20110102:0900,153.0,374.8,77.0
20110102:1000,258.0,502.83,107.0
20110102:1100,346.0,716.75,89.0
20110102:1200,363.0,728.08,91.0
20110102:1300,213.0,136.49,166.0
20110102:1400,134.0,54.98,119.0
20110102:1500,69.0,36.6,63.0
20110102:1600,0.0,0.0,0.0
20110102:1700,0.0,0.0,0.0
20110102:1800,0.0,0.0,0.0
20110102:1900,0.0,0.0,0.0
20110102:2000,0.0,0.0,0.0
20110102:2100,0.0,0.0,0.0
20110102:2200,0.0,0.0,0.0
20110102:2300,0.0,0.0,0.0
20110103:0000,0.0,0.0,0.0
20110103:0100,0.0,0.0,0.0
20110103:0200,0.0,0.0,0.0
20110103:0300,0.0,0.0,0.0
20110103:0400,0.0,0.0,0.0
20110103:0500,0.0,0.0,0.0
20110103:0600,0.0,0.0,0.0
20110103:0700,0.0,0.0,0.0
20110103:0800,44.0,274.47,24.0
20110103:0900,171.0,545.94,60.0
20110103:1000,278.0,644.13,84.0
20110103:1100,348.0,717.09,90.0
20110103:1200,367.0,743.71,88.0
20110103:1300,333.0,719.22,84.0
20110103:1400,225.0,443.72,103.0
20110103:1500,135.0,529.43,47.0
20110103:1600,0.0,0.0,0.0
20110103:1700,0.0,0.0,0.0
20110103:1800,0.0,0.0,0.0
20110103:1900,0.0,0.0,0.0
20110103:2000,0.0,0.0,0.0
