time(UTC),GHI,DNI,DHI
20100101:0000,0.0,0.0,0.0
20100101:0100,0.0,0.0,0.0
20100101:0200,0.0,0.0,0.0
20100101:0300,0.0,0.0,0.0
20100101:0400,0.0,0.0,0.0
20100101:0500,0.0,0.0,0.0
20100101:0600,0.0,0.0,0.0
20100101:0700,0.0,0.0,0.0
20100101:0800,27.0,95.61,21.0
20100101:0900,101.0,81.74,85.0
20100101:1000,91.0,0.0,91.0
20100101:1100,223.0,136.69,174.0
20100101:1200,103.0,0.0,103.0
20100101:1300,147.0,17.08,141.0
20100101:1400,245.0,533.96,94.0
20100101:1500,145.0,544.8,49.0
20100101:1600,0.0,0.0,0.0
20100101:1700,0.0,0.0,0.0
20100101:1800,0.0,0.0,0.0
20100101:1900,0.0,0.0,0.0
20100101:2000,0.0,0.0,0.0
20100101:2100,0.0,0.0,0.0
20100101:2200,0.0,0.0,0.0
20100101:2300,0.0,0.0,0.0
20100102:0000,0.0,0.0,0.0
20100102:0100,0.0,0.0,0.0
20100102:0200,0.0,0.0,0.0
20100102:0300,0.0,0.0,0.0
20100102:0400,0.0,0.0,0.0
20100102:0500,0.0,0.0,0.0
20100102:0600,0.0,0.0,0.0
20100102:0700,0.0,0.0,0.0
20100102:0800,32.0,175.01,21.0
20100102:0900,164.0,535.37,59.0
20100102:1000,251.0,474.23,110.0
20100102:1100,344.0,695.32,94.0
20100102:1200,378.0,792.49,78.0
20100102:1300,342.0,727.94,85.0
20100102:1400,253.0,582.91,87.0
20100102:1500,149.0,566.18,48.0
20100102:1600,1.0,24.32,0.0
20100102:1700,0.0,0.0,0.0
20100102:1800,0.0,0.0,0.0
20100102:1900,0.0,0.0,0.0
20100102:2000,0.0,0.0,0.0
20100102:2100,0.0,0.0,0.0
20100102:2200,0.0,0.0,0.0
20100102:2300,0.0,0.0,0.0
20100103:0000,0.0,0.0,0.0
20100103:0100,0.0,0.0,0.0
20100103:0200,0.0,0.0,0.0
20100103:0300,0.0,0.0,0.0
20100103:0400,0.0,0.0,0.0
20100103:0500,0.0,0.0,0.0
20100103:0600,0.0,0.0,0.0
20100103:0700,0.0,0.0,0.0
20100103:0800,16.0,0.0,16.0
20100103:0900,51.0,0.0,51.0
20100103:1000,72.0,0.0,72.0
20100103:1100,96.0,0.0,96.0
20100103:1200,102.0,0.0,102.0
20100103:1300,109.0,0.0,109.0
20100103:1400,80.0,0.0,80.0
20100103:1500,67.0,16.61,64.0
20100103:1600,10.0,22.99,9.0
20100103:1700,0.0,0.0,0.0
20100103:1800,0.0,0.0,0.0
20100103:1900,0.0,0.0,0.0
20100103:2000,0.0,0.0,0.0
20100103:2100,0.0,0.0,0.0
20100103:2200,0.0,0.0,0.0
20100103:2300,0.0,0.0,0.0
20100104:0000,0.0,0.0,0.0
20100104:0100,0.0,0.0,0.0
20100104:0200,0.0,0.0,0.0
20100104:0300,0.0,0.0,0.0
20100104:0400,0.0,0.0,0.0
20100104:0500,0.0,0.0,0.0
20100104:0600,0.0,0.0,0.0
20100104:0700,0.0,0.0,0.0
20100104:0800,31.0,141.98,22.0
20100104:0900,86.0,35.49,79.0
20100104:1000,93.0,0.0,93.0
20100104:1100,129.0,5.52,127.0
20100104:1200,121.0,0.0,121.0
20100104:1300,123.0,2.8,122.0
20100104:1400,126.0,27.67,118.0
20100104:1500,60.0,5.46,59.0
20100104:1600,15.0,43.5,13.0
20100104:1700,0.0,0.0,0.0
20100104:1800,0.0,0.0,0.0
20100104:1900,0.0,0.0,0.0
20100104:2000,0.0,0.0,0.0
20100104:2100,0.0,0.0,0.0
20100104:2200,0.0,0.0,0.0
20100104:2300,0.0,0.0,0.0
20100105:0000,0.0,0.0,0.0
20100105:0100,0.0,0.0,0.0
20100105:0200,0.0,0.0,0.0
20100105:0300,0.0,0.0,0.0
20100105:0400,0.0,0.0,0.0
20100105:0500,0.0,0.0,0.0
20100105:0600,0.0,0.0,0.0
20100105:0700,0.0,0.0,0.0
20100105:0800,10.0,0.0,10.0
20100105:0900,163.0,505.03,63.0
20100105:1000,202.0,203.19,141.0
20100105:1100,178.0,44.02,162.0
20100105:1200,124.0,2.61,123.0
20100105:1300,99.0,0.0,99.0
20100105:1400,56.0,0.0,56.0
20100105:1500,57.0,5.39,56.0
20100105:1600,14.0,20.6,13.0
20100105:1700,0.0,0.0,0.0
20100105:1800,0.0,0.0,0.0
20100105:1900,0.0,0.0,0.0
20100105:2000,0.0,0.0,0.0
20100105:2100,0.0,0.0,0.0
20100105:2200,0.0,0.0,0.0
20100105:2300,0.0,0.0,0.0
20100106:0000,0.0,0.0,0.0
20100106:0100,0.0,0.0,0.0
20100106:0200,0.0,0.0,0.0
20100106:0300,0.0,0.0,0.0
20100106:0400,0.0,0.0,0.0
20100106:0500,0.0,0.0,0.0
20100106:0600,0.0,0.0,0.0
20100106:0700,0.0,0.0,0.0
20100106:0800,9.0,0.0,9.0
20100106:0900,86.0,35.2,79.0
20100106:1000,234.0,351.67,128.0
20100106:1100,80.0,0.0,80.0
20100106:1200,261.0,189.42,188.0
20100106:1300,304.0,445.87,143.0
20100106:1400,276.0,701.17,70.0
20100106:1500,96.0,85.07,80.0
20100106:1600,3.0,0.0,3.0
20100106:1700,0.0,0.0,0.0
20100106:1800,0.0,0.0,0.0
20100106:1900,0.0,0.0,0.0
20100106:2000,0.0,0.0,0.0
20100106:2100,0.0,0.0,0.0
20100106:2200,0.0,0.0,0.0
20100106:2300,0.0,0.0,0.0
20100107:0000,0.0,0.0,0.0
20100107:0100,0.0,0.0,0.0
20100107:0200,0.0,0.0,0.0
20100107:0300,0.0,0.0,0.0
20100107:0400,0.0,0.0,0.0
20100107:0500,0.0,0.0,0.0
20100107:0600,0.0,0.0,0.0
20100107:0700,0.0,0.0,0.0
20100107:0800,25.0,61.49,21.0
20100107:0900,32.0,0.0,32.0
20100107:1000,124.0,16.52,119.0
20100107:1100,96.0,0.0,96.0
20100107:1200,169.0,20.65,161.0
20100107:1300,168.0,30.27,157.0
20100107:1400,105.0,6.75,103.0
20100107:1500,80.0,31.45,74.0
20100107:1600,14.0,18.55,13.0
20100107:1700,0.0,0.0,0.0
20100107:1800,0.0,0.0,0.0
20100107:1900,0.0,0.0,0.0
20100107:2000,0.0,0.0,0.0
20100107:2100,0.0,0.0,0.0
20100107:2200,0.0,0.0,0.0
20100107:2300,0.0,0.0,0.0
20100108:0000,0.0,0.0,0.0
20100108:0100,0.0,0.0,0.0
20100108:0200,0.0,0.0,0.0
20100108:0300,0.0,0.0,0.0
20100108:0400,0.0,0.0,0.0
20100108:0500,0.0,0.0,0.0
20100108:0600,0.0,0.0,0.0
20100108:0700,0.0,0.0,0.0
20100108:0800,39.0,303.78,19.0
20100108:0900,171.0,562.32,58.0
20100108:1000,284.0,673.93,79.0
20100108:1100,358.0,727.29,90.0
20100108:1200,392.0,813.86,75.0
20100108:1300,365.0,809.24,69.0
20100108:1400,263.0,558.66,96.0
20100108:1500,156.0,485.74,62.0
20100108:1600,26.0,141.01,18.0
20100108:1700,0.0,0.0,0.0
20100108:1800,0.0,0.0,0.0
20100108:1900,0.0,0.0,0.0
20100108:2000,0.0,0.0,0.0
20100108:2100,0.0,0.0,0.0
20100108:2200,0.0,0.0,0.0
20100108:2300,0.0,0.0,0.0
20100109:0000,0.0,0.0,0.0
20100109:0100,0.0,0.0,0.0
20100109:0200,0.0,0.0,0.0
20100109:0300,0.0,0.0,0.0
20100109:0400,0.0,0.0,0.0
20100109:0500,0.0,0.0,0.0
20100109:0600,0.0,0.0,0.0
20100109:0700,0.0,0.0,0.0
20100109:0800,29.0,89.91,23.0
20100109:0900,143.0,291.83,84.0
20100109:1000,184.0,127.56,145.0
20100109:1100,243.0,170.09,180.0
20100109:1200,196.0,45.95,178.0
20100109:1300,166.0,27.15,156.0
20100109:1400,86.0,0.0,86.0
20100109:1500,76.0,20.37,72.0
20100109:1600,5.0,0.0,5.0
20100109:1700,0.0,0.0,0.0
20100109:1800,0.0,0.0,0.0
20100109:1900,0.0,0.0,0.0
20100109:2000,0.0,0.0,0.0
20100109:2100,0.0,0.0,0.0
20100109:2200,0.0,0.0,0.0
20100109:2300,0.0,0.0,0.0
20100110:0000,0.0,0.0,0.0
20100110:0100,0.0,0.0,0.0
20100110:0200,0.0,0.0,0.0
20100110:0300,0.0,0.0,0.0
20100110:0400,0.0,0.0,0.0
20100110:0500,0.0,0.0,0.0
20100110:0600,0.0,0.0,0.0
20100110:0700,0.0,0.0,0.0
20100110:0800,19.0,14.76,18.0
20100110:0900,71.0,9.83,69.0
20100110:1000,88.0,0.0,88.0
20100110:1100,129.0,2.69,128.0
20100110:1200,204.0,55.83,182.0
20100110:1300,138.0,8.09,135.0
20100110:1400,98.0,3.28,97.0
20100110:1500,83.0,30.1,77.0
20100110:1600,20.0,31.94,18.0
20100110:1700,0.0,0.0,0.0
20100110:1800,0.0,0.0,0.0
20100110:1900,0.0,0.0,0.0
20100110:2000,0.0,0.0,0.0
20100110:2100,0.0,0.0,0.0
20100110:2200,0.0,0.0,0.0
20100110:2300,0.0,0.0,0.0
20100111:0000,0.0,0.0,0.0
20100111:0100,0.0,0.0,0.0
20100111:0200,0.0,0.0,0.0
20100111:0300,0.0,0.0,0.0
20100111:0400,0.0,0.0,0.0
20100111:0500,0.0,0.0,0.0
20100111:0600,0.0,0.0,0.0
20100111:0700,0.0,0.0,0.0
20100111:0800,39.0,246.83,22.0
20100111:0900,159.0,409.85,75.0
20100111:1000,270.0,533.61,105.0
20100111:1100,311.0,421.83,153.0
20100111:1200,324.0,390.91,169.0
20100111:1300,312.0,430.94,151.0
20100111:1400,288.0,686.46,77.0
20100111:1500,167.0,523.84,61.0
20100111:1600,31.0,152.24,21.0
20100111:1700,0.0,0.0,0.0
20100111:1800,0.0,0.0,0.0
